itemCode,discipline,category,description,specification,quantity,unit,supplier,cost,margin,sellingRate,manufacturer,brand,model
TEMPWK-00011,construction,"Hoarding, Fencing and Site Security",Inspection and Maintenance - 1.2 m GI Sheet Chain-Link Fencing,"Provide inspection and maintenance of 1.2 m gi sheet chain-link fencing, including posts, foundations or ballast, bracing, gates, signage, painting and maintenance. | Code Ref: 01 56 00 / OmniClass 23-13 00 00 | Spec: Type: ___ | Height: ___ | Material: ___ | Panel Size: ___ | Support/Foundation: ___ | Finish/Branding: ___ | Wind Rating: ___ | Duration: ___ | Standard: ___ | Remarks: Pattern-based temporary works item; verify temporary works design, local authority, HSE, project logistics and duration requirements.",,LM,,,,,,,
TEMPWK-00012,construction,"Hoarding, Fencing and Site Security",Inspection and Maintenance - 1.2 m GI Sheet Concrete Jersey Barrier,"Provide inspection and maintenance of 1.2 m gi sheet concrete jersey barrier, including posts, foundations or ballast, bracing, gates, signage, painting and maintenance. | Code Ref: 01 56 00 / OmniClass 23-13 00 00 | Spec: Type: ___ | Height: ___ | Material: ___ | Panel Size: ___ | Support/Foundation: ___ | Finish/Branding: ___ | Wind Rating: ___ | Duration: ___ | Standard: ___ | Remarks: Pattern-based temporary works item; verify temporary works design, local authority, HSE, project logistics and duration requirements.",,LM,,,,,,,
TEMPWK-00013,construction,"Hoarding, Fencing and Site Security",Inspection and Maintenance - 1.2 m GI Sheet Dust Screen,"Provide inspection and maintenance of 1.2 m gi sheet dust screen, including posts, foundations or ballast, bracing, gates, signage, painting and maintenance. | Code Ref: 01 56 00 / OmniClass 23-13 00 00 | Spec: Type: ___ | Height: ___ | Material: ___ | Panel Size: ___ | Support/Foundation: ___ | Finish/Branding: ___ | Wind Rating: ___ | Duration: ___ | Standard: ___ | Remarks: Pattern-based temporary works item; verify temporary works design, local authority, HSE, project logistics and duration requirements.",,LM,,,,,,,
TEMPWK-00014,construction,"Hoarding, Fencing and Site Security",Inspection and Maintenance - 1.2 m GI Sheet Mesh Fencing,"Provide inspection and maintenance of 1.2 m gi sheet mesh fencing, including posts, foundations or ballast, bracing, gates, signage, painting and maintenance. | Code Ref: 01 56 00 / OmniClass 23-13 00 00 | Spec: Type: ___ | Height: ___ | Material: ___ | Panel Size: ___ | Support/Foundation: ___ | Finish/Branding: ___ | Wind Rating: ___ | Duration: ___ | Standard: ___ | Remarks: Pattern-based temporary works item; verify temporary works design, local authority, HSE, project logistics and duration requirements.",,LM,,,,,,,
TEMPWK-00015,construction,"Hoarding, Fencing and Site Security",Inspection and Maintenance - 1.2 m GI Sheet Noise Barrier,"Provide inspection and maintenance of 1.2 m gi sheet noise barrier, including posts, foundations or ballast, bracing, gates, signage, painting and maintenance. | Code Ref: 01 56 00 / OmniClass 23-13 00 00 | Spec: Type: ___ | Height: ___ | Material: ___ | Panel Size: ___ | Support/Foundation: ___ | Finish/Branding: ___ | Wind Rating: ___ | Duration: ___ | Standard: ___ | Remarks: Pattern-based temporary works item; verify temporary works design, local authority, HSE, project logistics and duration requirements.",,LM,,,,,,,
TEMPWK-00016,construction,"Hoarding, Fencing and Site Security",Inspection and Maintenance - 1.2 m GI Sheet Palisade Fencing,"Provide inspection and maintenance of 1.2 m gi sheet palisade fencing, including posts, foundations or ballast, bracing, gates, signage, painting and maintenance. | Code Ref: 01 56 00 / OmniClass 23-13 00 00 | Spec: Type: ___ | Height: ___ | Material: ___ | Panel Size: ___ | Support/Foundation: ___ | Finish/Branding: ___ | Wind Rating: ___ | Duration: ___ | Standard: ___ | Remarks: Pattern-based temporary works item; verify temporary works design, local authority, HSE, project logistics and duration requirements.",,LM,,,,,,,
TEMPWK-00017,construction,"Hoarding, Fencing and Site Security",Inspection and Maintenance - 1.2 m GI Sheet Pedestrian Barrier,"Provide inspection and maintenance of 1.2 m gi sheet pedestrian barrier, including posts, foundations or ballast, bracing, gates, signage, painting and maintenance. | Code Ref: 01 56 00 / OmniClass 23-13 00 00 | Spec: Type: ___ | Height: ___ | Material: ___ | Panel Size: ___ | Support/Foundation: ___ | Finish/Branding: ___ | Wind Rating: ___ | Duration: ___ | Standard: ___ | Remarks: Pattern-based temporary works item; verify temporary works design, local authority, HSE, project logistics and duration requirements.",,LM,,,,,,,
TEMPWK-00018,construction,"Hoarding, Fencing and Site Security",Inspection and Maintenance - 1.2 m GI Sheet Privacy Screen,"Provide inspection and maintenance of 1.2 m gi sheet privacy screen, including posts, foundations or ballast, bracing, gates, signage, painting and maintenance. | Code Ref: 01 56 00 / OmniClass 23-13 00 00 | Spec: Type: ___ | Height: ___ | Material: ___ | Panel Size: ___ | Support/Foundation: ___ | Finish/Branding: ___ | Wind Rating: ___ | Duration: ___ | Standard: ___ | Remarks: Pattern-based temporary works item; verify temporary works design, local authority, HSE, project logistics and duration requirements.",,LM,,,,,,,
TEMPWK-00019,construction,"Hoarding, Fencing and Site Security",Inspection and Maintenance - 1.2 m GI Sheet Solid Hoarding,"Provide inspection and maintenance of 1.2 m gi sheet solid hoarding, including posts, foundations or ballast, bracing, gates, signage, painting and maintenance. | Code Ref: 01 56 00 / OmniClass 23-13 00 00 | Spec: Type: ___ | Height: ___ | Material: ___ | Panel Size: ___ | Support/Foundation: ___ | Finish/Branding: ___ | Wind Rating: ___ | Duration: ___ | Standard: ___ | Remarks: Pattern-based temporary works item; verify temporary works design, local authority, HSE, project logistics and duration requirements.",,LM,,,,,,,
TEMPWK-00020,construction,"Hoarding, Fencing and Site Security",Inspection and Maintenance - 1.2 m GI Sheet Temporary Gate,"Provide inspection and maintenance of 1.2 m gi sheet temporary gate, including posts, foundations or ballast, bracing, gates, signage, painting and maintenance. | Code Ref: 01 56 00 / OmniClass 23-13 00 00 | Spec: Type: ___ | Height: ___ | Material: ___ | Panel Size: ___ | Support/Foundation: ___ | Finish/Branding: ___ | Wind Rating: ___ | Duration: ___ | Standard: ___ | Remarks: Pattern-based temporary works item; verify temporary works design, local authority, HSE, project logistics and duration requirements.",,no.,,,,,,,
TEMPWK-00021,construction,"Hoarding, Fencing and Site Security",Inspection and Maintenance - 1.2 m Modular Panel Chain-Link Fencing,"Provide inspection and maintenance of 1.2 m modular panel chain-link fencing, including posts, foundations or ballast, bracing, gates, signage, painting and maintenance. | Code Ref: 01 56 00 / OmniClass 23-13 00 00 | Spec: Type: ___ | Height: ___ | Material: ___ | Panel Size: ___ | Support/Foundation: ___ | Finish/Branding: ___ | Wind Rating: ___ | Duration: ___ | Standard: ___ | Remarks: Pattern-based temporary works item; verify temporary works design, local authority, HSE, project logistics and duration requirements.",,LM,,,,,,,
TEMPWK-00022,construction,"Hoarding, Fencing and Site Security",Inspection and Maintenance - 1.2 m Modular Panel Concrete Jersey Barrier,"Provide inspection and maintenance of 1.2 m modular panel concrete jersey barrier, including posts, foundations or ballast, bracing, gates, signage, painting and maintenance. | Code Ref: 01 56 00 / OmniClass 23-13 00 00 | Spec: Type: ___ | Height: ___ | Material: ___ | Panel Size: ___ | Support/Foundation: ___ | Finish/Branding: ___ | Wind Rating: ___ | Duration: ___ | Standard: ___ | Remarks: Pattern-based temporary works item; verify temporary works design, local authority, HSE, project logistics and duration requirements.",,LM,,,,,,,
TEMPWK-00023,construction,"Hoarding, Fencing and Site Security",Inspection and Maintenance - 1.2 m Modular Panel Dust Screen,"Provide inspection and maintenance of 1.2 m modular panel dust screen, including posts, foundations or ballast, bracing, gates, signage, painting and maintenance. | Code Ref: 01 56 00 / OmniClass 23-13 00 00 | Spec: Type: ___ | Height: ___ | Material: ___ | Panel Size: ___ | Support/Foundation: ___ | Finish/Branding: ___ | Wind Rating: ___ | Duration: ___ | Standard: ___ | Remarks: Pattern-based temporary works item; verify temporary works design, local authority, HSE, project logistics and duration requirements.",,LM,,,,,,,
TEMPWK-00024,construction,"Hoarding, Fencing and Site Security",Inspection and Maintenance - 1.2 m Modular Panel Mesh Fencing,"Provide inspection and maintenance of 1.2 m modular panel mesh fencing, including posts, foundations or ballast, bracing, gates, signage, painting and maintenance. | Code Ref: 01 56 00 / OmniClass 23-13 00 00 | Spec: Type: ___ | Height: ___ | Material: ___ | Panel Size: ___ | Support/Foundation: ___ | Finish/Branding: ___ | Wind Rating: ___ | Duration: ___ | Standard: ___ | Remarks: Pattern-based temporary works item; verify temporary works design, local authority, HSE, project logistics and duration requirements.",,LM,,,,,,,
TEMPWK-00025,construction,"Hoarding, Fencing and Site Security",Inspection and Maintenance - 1.2 m Modular Panel Noise Barrier,"Provide inspection and maintenance of 1.2 m modular panel noise barrier, including posts, foundations or ballast, bracing, gates, signage, painting and maintenance. | Code Ref: 01 56 00 / OmniClass 23-13 00 00 | Spec: Type: ___ | Height: ___ | Material: ___ | Panel Size: ___ | Support/Foundation: ___ | Finish/Branding: ___ | Wind Rating: ___ | Duration: ___ | Standard: ___ | Remarks: Pattern-based temporary works item; verify temporary works design, local authority, HSE, project logistics and duration requirements.",,LM,,,,,,,
TEMPWK-00026,construction,"Hoarding, Fencing and Site Security",Inspection and Maintenance - 1.2 m Modular Panel Palisade Fencing,"Provide inspection and maintenance of 1.2 m modular panel palisade fencing, including posts, foundations or ballast, bracing, gates, signage, painting and maintenance. | Code Ref: 01 56 00 / OmniClass 23-13 00 00 | Spec: Type: ___ | Height: ___ | Material: ___ | Panel Size: ___ | Support/Foundation: ___ | Finish/Branding: ___ | Wind Rating: ___ | Duration: ___ | Standard: ___ | Remarks: Pattern-based temporary works item; verify temporary works design, local authority, HSE, project logistics and duration requirements.",,LM,,,,,,,
TEMPWK-00027,construction,"Hoarding, Fencing and Site Security",Inspection and Maintenance - 1.2 m Modular Panel Pedestrian Barrier,"Provide inspection and maintenance of 1.2 m modular panel pedestrian barrier, including posts, foundations or ballast, bracing, gates, signage, painting and maintenance. | Code Ref: 01 56 00 / OmniClass 23-13 00 00 | Spec: Type: ___ | Height: ___ | Material: ___ | Panel Size: ___ | Support/Foundation: ___ | Finish/Branding: ___ | Wind Rating: ___ | Duration: ___ | Standard: ___ | Remarks: Pattern-based temporary works item; verify temporary works design, local authority, HSE, project logistics and duration requirements.",,LM,,,,,,,
TEMPWK-00028,construction,"Hoarding, Fencing and Site Security",Inspection and Maintenance - 1.2 m Modular Panel Privacy Screen,"Provide inspection and maintenance of 1.2 m modular panel privacy screen, including posts, foundations or ballast, bracing, gates, signage, painting and maintenance. | Code Ref: 01 56 00 / OmniClass 23-13 00 00 | Spec: Type: ___ | Height: ___ | Material: ___ | Panel Size: ___ | Support/Foundation: ___ | Finish/Branding: ___ | Wind Rating: ___ | Duration: ___ | Standard: ___ | Remarks: Pattern-based temporary works item; verify temporary works design, local authority, HSE, project logistics and duration requirements.",,LM,,,,,,,
TEMPWK-00029,construction,"Hoarding, Fencing and Site Security",Inspection and Maintenance - 1.2 m Modular Panel Solid Hoarding,"Provide inspection and maintenance of 1.2 m modular panel solid hoarding, including posts, foundations or ballast, bracing, gates, signage, painting and maintenance. | Code Ref: 01 56 00 / OmniClass 23-13 00 00 | Spec: Type: ___ | Height: ___ | Material: ___ | Panel Size: ___ | Support/Foundation: ___ | Finish/Branding: ___ | Wind Rating: ___ | Duration: ___ | Standard: ___ | Remarks: Pattern-based temporary works item; verify temporary works design, local authority, HSE, project logistics and duration requirements.",,LM,,,,,,,
TEMPWK-00030,construction,"Hoarding, Fencing and Site Security",Inspection and Maintenance - 1.2 m Modular Panel Temporary Gate,"Provide inspection and maintenance of 1.2 m modular panel temporary gate, including posts, foundations or ballast, bracing, gates, signage, painting and maintenance. | Code Ref: 01 56 00 / OmniClass 23-13 00 00 | Spec: Type: ___ | Height: ___ | Material: ___ | Panel Size: ___ | Support/Foundation: ___ | Finish/Branding: ___ | Wind Rating: ___ | Duration: ___ | Standard: ___ | Remarks: Pattern-based temporary works item; verify temporary works design, local authority, HSE, project logistics and duration requirements.",,no.,,,,,,,
TEMPWK-00031,construction,"Hoarding, Fencing and Site Security",Inspection and Maintenance - 1.2 m Plywood Chain-Link Fencing,"Provide inspection and maintenance of 1.2 m plywood chain-link fencing, including posts, foundations or ballast, bracing, gates, signage, painting and maintenance. | Code Ref: 01 56 00 / OmniClass 23-13 00 00 | Spec: Type: ___ | Height: ___ | Material: ___ | Panel Size: ___ | Support/Foundation: ___ | Finish/Branding: ___ | Wind Rating: ___ | Duration: ___ | Standard: ___ | Remarks: Pattern-based temporary works item; verify temporary works design, local authority, HSE, project logistics and duration requirements.",,LM,,,,,,,
TEMPWK-00032,construction,"Hoarding, Fencing and Site Security",Inspection and Maintenance - 1.2 m Plywood Concrete Jersey Barrier,"Provide inspection and maintenance of 1.2 m plywood concrete jersey barrier, including posts, foundations or ballast, bracing, gates, signage, painting and maintenance. | Code Ref: 01 56 00 / OmniClass 23-13 00 00 | Spec: Type: ___ | Height: ___ | Material: ___ | Panel Size: ___ | Support/Foundation: ___ | Finish/Branding: ___ | Wind Rating: ___ | Duration: ___ | Standard: ___ | Remarks: Pattern-based temporary works item; verify temporary works design, local authority, HSE, project logistics and duration requirements.",,LM,,,,,,,
TEMPWK-00033,construction,"Hoarding, Fencing and Site Security",Inspection and Maintenance - 1.2 m Plywood Dust Screen,"Provide inspection and maintenance of 1.2 m plywood dust screen, including posts, foundations or ballast, bracing, gates, signage, painting and maintenance. | Code Ref: 01 56 00 / OmniClass 23-13 00 00 | Spec: Type: ___ | Height: ___ | Material: ___ | Panel Size: ___ | Support/Foundation: ___ | Finish/Branding: ___ | Wind Rating: ___ | Duration: ___ | Standard: ___ | Remarks: Pattern-based temporary works item; verify temporary works design, local authority, HSE, project logistics and duration requirements.",,LM,,,,,,,
TEMPWK-00034,construction,"Hoarding, Fencing and Site Security",Inspection and Maintenance - 1.2 m Plywood Mesh Fencing,"Provide inspection and maintenance of 1.2 m plywood mesh fencing, including posts, foundations or ballast, bracing, gates, signage, painting and maintenance. | Code Ref: 01 56 00 / OmniClass 23-13 00 00 | Spec: Type: ___ | Height: ___ | Material: ___ | Panel Size: ___ | Support/Foundation: ___ | Finish/Branding: ___ | Wind Rating: ___ | Duration: ___ | Standard: ___ | Remarks: Pattern-based temporary works item; verify temporary works design, local authority, HSE, project logistics and duration requirements.",,LM,,,,,,,
TEMPWK-00035,construction,"Hoarding, Fencing and Site Security",Inspection and Maintenance - 1.2 m Plywood Noise Barrier,"Provide inspection and maintenance of 1.2 m plywood noise barrier, including posts, foundations or ballast, bracing, gates, signage, painting and maintenance. | Code Ref: 01 56 00 / OmniClass 23-13 00 00 | Spec: Type: ___ | Height: ___ | Material: ___ | Panel Size: ___ | Support/Foundation: ___ | Finish/Branding: ___ | Wind Rating: ___ | Duration: ___ | Standard: ___ | Remarks: Pattern-based temporary works item; verify temporary works design, local authority, HSE, project logistics and duration requirements.",,LM,,,,,,,
TEMPWK-00036,construction,"Hoarding, Fencing and Site Security",Inspection and Maintenance - 1.2 m Plywood Palisade Fencing,"Provide inspection and maintenance of 1.2 m plywood palisade fencing, including posts, foundations or ballast, bracing, gates, signage, painting and maintenance. | Code Ref: 01 56 00 / OmniClass 23-13 00 00 | Spec: Type: ___ | Height: ___ | Material: ___ | Panel Size: ___ | Support/Foundation: ___ | Finish/Branding: ___ | Wind Rating: ___ | Duration: ___ | Standard: ___ | Remarks: Pattern-based temporary works item; verify temporary works design, local authority, HSE, project logistics and duration requirements.",,LM,,,,,,,
TEMPWK-00037,construction,"Hoarding, Fencing and Site Security",Inspection and Maintenance - 1.2 m Plywood Pedestrian Barrier,"Provide inspection and maintenance of 1.2 m plywood pedestrian barrier, including posts, foundations or ballast, bracing, gates, signage, painting and maintenance. | Code Ref: 01 56 00 / OmniClass 23-13 00 00 | Spec: Type: ___ | Height: ___ | Material: ___ | Panel Size: ___ | Support/Foundation: ___ | Finish/Branding: ___ | Wind Rating: ___ | Duration: ___ | Standard: ___ | Remarks: Pattern-based temporary works item; verify temporary works design, local authority, HSE, project logistics and duration requirements.",,LM,,,,,,,
TEMPWK-00038,construction,"Hoarding, Fencing and Site Security",Inspection and Maintenance - 1.2 m Plywood Privacy Screen,"Provide inspection and maintenance of 1.2 m plywood privacy screen, including posts, foundations or ballast, bracing, gates, signage, painting and maintenance. | Code Ref: 01 56 00 / OmniClass 23-13 00 00 | Spec: Type: ___ | Height: ___ | Material: ___ | Panel Size: ___ | Support/Foundation: ___ | Finish/Branding: ___ | Wind Rating: ___ | Duration: ___ | Standard: ___ | Remarks: Pattern-based temporary works item; verify temporary works design, local authority, HSE, project logistics and duration requirements.",,LM,,,,,,,
TEMPWK-00039,construction,"Hoarding, Fencing and Site Security",Inspection and Maintenance - 1.2 m Plywood Solid Hoarding,"Provide inspection and maintenance of 1.2 m plywood solid hoarding, including posts, foundations or ballast, bracing, gates, signage, painting and maintenance. | Code Ref: 01 56 00 / OmniClass 23-13 00 00 | Spec: Type: ___ | Height: ___ | Material: ___ | Panel Size: ___ | Support/Foundation: ___ | Finish/Branding: ___ | Wind Rating: ___ | Duration: ___ | Standard: ___ | Remarks: Pattern-based temporary works item; verify temporary works design, local authority, HSE, project logistics and duration requirements.",,LM,,,,,,,
TEMPWK-00040,construction,"Hoarding, Fencing and Site Security",Inspection and Maintenance - 1.2 m Plywood Temporary Gate,"Provide inspection and maintenance of 1.2 m plywood temporary gate, including posts, foundations or ballast, bracing, gates, signage, painting and maintenance. | Code Ref: 01 56 00 / OmniClass 23-13 00 00 | Spec: Type: ___ | Height: ___ | Material: ___ | Panel Size: ___ | Support/Foundation: ___ | Finish/Branding: ___ | Wind Rating: ___ | Duration: ___ | Standard: ___ | Remarks: Pattern-based temporary works item; verify temporary works design, local authority, HSE, project logistics and duration requirements.",,no.,,,,,,,
TEMPWK-00041,construction,"Hoarding, Fencing and Site Security",Inspection and Maintenance - 1.2 m Steel Mesh Chain-Link Fencing,"Provide inspection and maintenance of 1.2 m steel mesh chain-link fencing, including posts, foundations or ballast, bracing, gates, signage, painting and maintenance. | Code Ref: 01 56 00 / OmniClass 23-13 00 00 | Spec: Type: ___ | Height: ___ | Material: ___ | Panel Size: ___ | Support/Foundation: ___ | Finish/Branding: ___ | Wind Rating: ___ | Duration: ___ | Standard: ___ | Remarks: Pattern-based temporary works item; verify temporary works design, local authority, HSE, project logistics and duration requirements.",,LM,,,,,,,
TEMPWK-00042,construction,"Hoarding, Fencing and Site Security",Inspection and Maintenance - 1.2 m Steel Mesh Concrete Jersey Barrier,"Provide inspection and maintenance of 1.2 m steel mesh concrete jersey barrier, including posts, foundations or ballast, bracing, gates, signage, painting and maintenance. | Code Ref: 01 56 00 / OmniClass 23-13 00 00 | Spec: Type: ___ | Height: ___ | Material: ___ | Panel Size: ___ | Support/Foundation: ___ | Finish/Branding: ___ | Wind Rating: ___ | Duration: ___ | Standard: ___ | Remarks: Pattern-based temporary works item; verify temporary works design, local authority, HSE, project logistics and duration requirements.",,LM,,,,,,,
TEMPWK-00043,construction,"Hoarding, Fencing and Site Security",Inspection and Maintenance - 1.2 m Steel Mesh Dust Screen,"Provide inspection and maintenance of 1.2 m steel mesh dust screen, including posts, foundations or ballast, bracing, gates, signage, painting and maintenance. | Code Ref: 01 56 00 / OmniClass 23-13 00 00 | Spec: Type: ___ | Height: ___ | Material: ___ | Panel Size: ___ | Support/Foundation: ___ | Finish/Branding: ___ | Wind Rating: ___ | Duration: ___ | Standard: ___ | Remarks: Pattern-based temporary works item; verify temporary works design, local authority, HSE, project logistics and duration requirements.",,LM,,,,,,,
TEMPWK-00044,construction,"Hoarding, Fencing and Site Security",Inspection and Maintenance - 1.2 m Steel Mesh Mesh Fencing,"Provide inspection and maintenance of 1.2 m steel mesh mesh fencing, including posts, foundations or ballast, bracing, gates, signage, painting and maintenance. | Code Ref: 01 56 00 / OmniClass 23-13 00 00 | Spec: Type: ___ | Height: ___ | Material: ___ | Panel Size: ___ | Support/Foundation: ___ | Finish/Branding: ___ | Wind Rating: ___ | Duration: ___ | Standard: ___ | Remarks: Pattern-based temporary works item; verify temporary works design, local authority, HSE, project logistics and duration requirements.",,LM,,,,,,,
TEMPWK-00045,construction,"Hoarding, Fencing and Site Security",Inspection and Maintenance - 1.2 m Steel Mesh Noise Barrier,"Provide inspection and maintenance of 1.2 m steel mesh noise barrier, including posts, foundations or ballast, bracing, gates, signage, painting and maintenance. | Code Ref: 01 56 00 / OmniClass 23-13 00 00 | Spec: Type: ___ | Height: ___ | Material: ___ | Panel Size: ___ | Support/Foundation: ___ | Finish/Branding: ___ | Wind Rating: ___ | Duration: ___ | Standard: ___ | Remarks: Pattern-based temporary works item; verify temporary works design, local authority, HSE, project logistics and duration requirements.",,LM,,,,,,,
TEMPWK-00046,construction,"Hoarding, Fencing and Site Security",Inspection and Maintenance - 1.2 m Steel Mesh Palisade Fencing,"Provide inspection and maintenance of 1.2 m steel mesh palisade fencing, including posts, foundations or ballast, bracing, gates, signage, painting and maintenance. | Code Ref: 01 56 00 / OmniClass 23-13 00 00 | Spec: Type: ___ | Height: ___ | Material: ___ | Panel Size: ___ | Support/Foundation: ___ | Finish/Branding: ___ | Wind Rating: ___ | Duration: ___ | Standard: ___ | Remarks: Pattern-based temporary works item; verify temporary works design, local authority, HSE, project logistics and duration requirements.",,LM,,,,,,,
TEMPWK-00047,construction,"Hoarding, Fencing and Site Security",Inspection and Maintenance - 1.2 m Steel Mesh Pedestrian Barrier,"Provide inspection and maintenance of 1.2 m steel mesh pedestrian barrier, including posts, foundations or ballast, bracing, gates, signage, painting and maintenance. | Code Ref: 01 56 00 / OmniClass 23-13 00 00 | Spec: Type: ___ | Height: ___ | Material: ___ | Panel Size: ___ | Support/Foundation: ___ | Finish/Branding: ___ | Wind Rating: ___ | Duration: ___ | Standard: ___ | Remarks: Pattern-based temporary works item; verify temporary works design, local authority, HSE, project logistics and duration requirements.",,LM,,,,,,,
