itemCode,discipline,category,description,specification,quantity,unit,supplier,cost,margin,sellingRate,manufacturer,brand,model
DRWIN-08587,construction,Doors - Leaves,30-Minute Fire-Rated Aluminium Lead-Lined Door Leaf,"Supply and install 30-minute fire-rated aluminium lead-lined door leaf, factory prepared for scheduled hardware and glazing, complete with edge treatment and finish. | Code Ref: 08 41 13 / OmniClass 23-17 11 15 | Spec: Leaf Size: ___ | Thickness: ___ | Core: ___ | Face Material: ___ | Edge Detail: ___ | Finish: ___ | Fire Rating: ___ | Acoustic Rating: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project classification and requirements.",,no.,,,,,,,
DRWIN-08588,construction,Doors - Leaves,30-Minute Fire-Rated Aluminium Louvered Door Leaf,"Supply and install 30-minute fire-rated aluminium louvered door leaf, factory prepared for scheduled hardware and glazing, complete with edge treatment and finish. | Code Ref: 08 41 13 / OmniClass 23-17 11 15 | Spec: Leaf Size: ___ | Thickness: ___ | Core: ___ | Face Material: ___ | Edge Detail: ___ | Finish: ___ | Fire Rating: ___ | Acoustic Rating: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project classification and requirements.",,no.,,,,,,,
DRWIN-08589,construction,Doors - Leaves,30-Minute Fire-Rated Aluminium Panelled Door Leaf,"Supply and install 30-minute fire-rated aluminium panelled door leaf, factory prepared for scheduled hardware and glazing, complete with edge treatment and finish. | Code Ref: 08 41 13 / OmniClass 23-17 11 15 | Spec: Leaf Size: ___ | Thickness: ___ | Core: ___ | Face Material: ___ | Edge Detail: ___ | Finish: ___ | Fire Rating: ___ | Acoustic Rating: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project classification and requirements.",,no.,,,,,,,
DRWIN-08590,construction,Doors - Leaves,30-Minute Fire-Rated Aluminium Part-Glazed Door Leaf,"Supply and install 30-minute fire-rated aluminium part-glazed door leaf, factory prepared for scheduled hardware and glazing, complete with edge treatment and finish. | Code Ref: 08 41 13 / OmniClass 23-17 11 15 | Spec: Leaf Size: ___ | Thickness: ___ | Core: ___ | Face Material: ___ | Edge Detail: ___ | Finish: ___ | Fire Rating: ___ | Acoustic Rating: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project classification and requirements.",,no.,,,,,,,
DRWIN-08591,construction,Doors - Leaves,30-Minute Fire-Rated Aluminium Vision-Panel Door Leaf,"Supply and install 30-minute fire-rated aluminium vision-panel door leaf, factory prepared for scheduled hardware and glazing, complete with edge treatment and finish. | Code Ref: 08 41 13 / OmniClass 23-17 11 15 | Spec: Leaf Size: ___ | Thickness: ___ | Core: ___ | Face Material: ___ | Edge Detail: ___ | Finish: ___ | Fire Rating: ___ | Acoustic Rating: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project classification and requirements.",,no.,,,,,,,
DRWIN-08592,construction,Doors - Leaves,30-Minute Fire-Rated Aluminium X-Ray Door Leaf,"Supply and install 30-minute fire-rated aluminium x-ray door leaf, factory prepared for scheduled hardware and glazing, complete with edge treatment and finish. | Code Ref: 08 41 13 / OmniClass 23-17 11 15 | Spec: Leaf Size: ___ | Thickness: ___ | Core: ___ | Face Material: ___ | Edge Detail: ___ | Finish: ___ | Fire Rating: ___ | Acoustic Rating: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project classification and requirements.",,no.,,,,,,,
DRWIN-08593,construction,Doors - Leaves,30-Minute Fire-Rated GRP Flush Door Leaf,"Supply and install 30-minute fire-rated grp flush door leaf, factory prepared for scheduled hardware and glazing, complete with edge treatment and finish. | Code Ref: 08 30 00 / OmniClass 23-17 11 00 | Spec: Leaf Size: ___ | Thickness: ___ | Core: ___ | Face Material: ___ | Edge Detail: ___ | Finish: ___ | Fire Rating: ___ | Acoustic Rating: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project classification and requirements.",,no.,,,,,,,
DRWIN-08594,construction,Doors - Leaves,30-Minute Fire-Rated GRP Glazed Door Leaf,"Supply and install 30-minute fire-rated grp glazed door leaf, factory prepared for scheduled hardware and glazing, complete with edge treatment and finish. | Code Ref: 08 30 00 / OmniClass 23-17 11 00 | Spec: Leaf Size: ___ | Thickness: ___ | Core: ___ | Face Material: ___ | Edge Detail: ___ | Finish: ___ | Fire Rating: ___ | Acoustic Rating: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project classification and requirements.",,no.,,,,,,,
DRWIN-08595,construction,Doors - Leaves,30-Minute Fire-Rated GRP Lead-Lined Door Leaf,"Supply and install 30-minute fire-rated grp lead-lined door leaf, factory prepared for scheduled hardware and glazing, complete with edge treatment and finish. | Code Ref: 08 30 00 / OmniClass 23-17 11 00 | Spec: Leaf Size: ___ | Thickness: ___ | Core: ___ | Face Material: ___ | Edge Detail: ___ | Finish: ___ | Fire Rating: ___ | Acoustic Rating: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project classification and requirements.",,no.,,,,,,,
DRWIN-08596,construction,Doors - Leaves,30-Minute Fire-Rated GRP Louvered Door Leaf,"Supply and install 30-minute fire-rated grp louvered door leaf, factory prepared for scheduled hardware and glazing, complete with edge treatment and finish. | Code Ref: 08 30 00 / OmniClass 23-17 11 00 | Spec: Leaf Size: ___ | Thickness: ___ | Core: ___ | Face Material: ___ | Edge Detail: ___ | Finish: ___ | Fire Rating: ___ | Acoustic Rating: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project classification and requirements.",,no.,,,,,,,
DRWIN-08597,construction,Doors - Leaves,30-Minute Fire-Rated GRP Panelled Door Leaf,"Supply and install 30-minute fire-rated grp panelled door leaf, factory prepared for scheduled hardware and glazing, complete with edge treatment and finish. | Code Ref: 08 30 00 / OmniClass 23-17 11 00 | Spec: Leaf Size: ___ | Thickness: ___ | Core: ___ | Face Material: ___ | Edge Detail: ___ | Finish: ___ | Fire Rating: ___ | Acoustic Rating: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project classification and requirements.",,no.,,,,,,,
DRWIN-08598,construction,Doors - Leaves,30-Minute Fire-Rated GRP Part-Glazed Door Leaf,"Supply and install 30-minute fire-rated grp part-glazed door leaf, factory prepared for scheduled hardware and glazing, complete with edge treatment and finish. | Code Ref: 08 30 00 / OmniClass 23-17 11 00 | Spec: Leaf Size: ___ | Thickness: ___ | Core: ___ | Face Material: ___ | Edge Detail: ___ | Finish: ___ | Fire Rating: ___ | Acoustic Rating: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project classification and requirements.",,no.,,,,,,,
DRWIN-08599,construction,Doors - Leaves,30-Minute Fire-Rated GRP Vision-Panel Door Leaf,"Supply and install 30-minute fire-rated grp vision-panel door leaf, factory prepared for scheduled hardware and glazing, complete with edge treatment and finish. | Code Ref: 08 30 00 / OmniClass 23-17 11 00 | Spec: Leaf Size: ___ | Thickness: ___ | Core: ___ | Face Material: ___ | Edge Detail: ___ | Finish: ___ | Fire Rating: ___ | Acoustic Rating: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project classification and requirements.",,no.,,,,,,,
DRWIN-08600,construction,Doors - Leaves,30-Minute Fire-Rated GRP X-Ray Door Leaf,"Supply and install 30-minute fire-rated grp x-ray door leaf, factory prepared for scheduled hardware and glazing, complete with edge treatment and finish. | Code Ref: 08 30 00 / OmniClass 23-17 11 00 | Spec: Leaf Size: ___ | Thickness: ___ | Core: ___ | Face Material: ___ | Edge Detail: ___ | Finish: ___ | Fire Rating: ___ | Acoustic Rating: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project classification and requirements.",,no.,,,,,,,
DRWIN-08601,construction,Doors - Leaves,30-Minute Fire-Rated Stainless Steel Flush Door Leaf,"Supply and install 30-minute fire-rated stainless steel flush door leaf, factory prepared for scheduled hardware and glazing, complete with edge treatment and finish. | Code Ref: 08 11 00 / OmniClass 23-17 11 13 | Spec: Leaf Size: ___ | Thickness: ___ | Core: ___ | Face Material: ___ | Edge Detail: ___ | Finish: ___ | Fire Rating: ___ | Acoustic Rating: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project classification and requirements.",,no.,,,,,,,
DRWIN-08602,construction,Doors - Leaves,30-Minute Fire-Rated Stainless Steel Glazed Door Leaf,"Supply and install 30-minute fire-rated stainless steel glazed door leaf, factory prepared for scheduled hardware and glazing, complete with edge treatment and finish. | Code Ref: 08 11 00 / OmniClass 23-17 11 13 | Spec: Leaf Size: ___ | Thickness: ___ | Core: ___ | Face Material: ___ | Edge Detail: ___ | Finish: ___ | Fire Rating: ___ | Acoustic Rating: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project classification and requirements.",,no.,,,,,,,
DRWIN-08603,construction,Doors - Leaves,30-Minute Fire-Rated Stainless Steel Lead-Lined Door Leaf,"Supply and install 30-minute fire-rated stainless steel lead-lined door leaf, factory prepared for scheduled hardware and glazing, complete with edge treatment and finish. | Code Ref: 08 11 00 / OmniClass 23-17 11 13 | Spec: Leaf Size: ___ | Thickness: ___ | Core: ___ | Face Material: ___ | Edge Detail: ___ | Finish: ___ | Fire Rating: ___ | Acoustic Rating: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project classification and requirements.",,no.,,,,,,,
DRWIN-08604,construction,Doors - Leaves,30-Minute Fire-Rated Stainless Steel Louvered Door Leaf,"Supply and install 30-minute fire-rated stainless steel louvered door leaf, factory prepared for scheduled hardware and glazing, complete with edge treatment and finish. | Code Ref: 08 11 00 / OmniClass 23-17 11 13 | Spec: Leaf Size: ___ | Thickness: ___ | Core: ___ | Face Material: ___ | Edge Detail: ___ | Finish: ___ | Fire Rating: ___ | Acoustic Rating: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project classification and requirements.",,no.,,,,,,,
DRWIN-08605,construction,Doors - Leaves,30-Minute Fire-Rated Stainless Steel Panelled Door Leaf,"Supply and install 30-minute fire-rated stainless steel panelled door leaf, factory prepared for scheduled hardware and glazing, complete with edge treatment and finish. | Code Ref: 08 11 00 / OmniClass 23-17 11 13 | Spec: Leaf Size: ___ | Thickness: ___ | Core: ___ | Face Material: ___ | Edge Detail: ___ | Finish: ___ | Fire Rating: ___ | Acoustic Rating: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project classification and requirements.",,no.,,,,,,,
DRWIN-08606,construction,Doors - Leaves,30-Minute Fire-Rated Stainless Steel Part-Glazed Door Leaf,"Supply and install 30-minute fire-rated stainless steel part-glazed door leaf, factory prepared for scheduled hardware and glazing, complete with edge treatment and finish. | Code Ref: 08 11 00 / OmniClass 23-17 11 13 | Spec: Leaf Size: ___ | Thickness: ___ | Core: ___ | Face Material: ___ | Edge Detail: ___ | Finish: ___ | Fire Rating: ___ | Acoustic Rating: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project classification and requirements.",,no.,,,,,,,
DRWIN-08607,construction,Doors - Leaves,30-Minute Fire-Rated Stainless Steel Vision-Panel Door Leaf,"Supply and install 30-minute fire-rated stainless steel vision-panel door leaf, factory prepared for scheduled hardware and glazing, complete with edge treatment and finish. | Code Ref: 08 11 00 / OmniClass 23-17 11 13 | Spec: Leaf Size: ___ | Thickness: ___ | Core: ___ | Face Material: ___ | Edge Detail: ___ | Finish: ___ | Fire Rating: ___ | Acoustic Rating: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project classification and requirements.",,no.,,,,,,,
DRWIN-08608,construction,Doors - Leaves,30-Minute Fire-Rated Stainless Steel X-Ray Door Leaf,"Supply and install 30-minute fire-rated stainless steel x-ray door leaf, factory prepared for scheduled hardware and glazing, complete with edge treatment and finish. | Code Ref: 08 11 00 / OmniClass 23-17 11 13 | Spec: Leaf Size: ___ | Thickness: ___ | Core: ___ | Face Material: ___ | Edge Detail: ___ | Finish: ___ | Fire Rating: ___ | Acoustic Rating: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project classification and requirements.",,no.,,,,,,,
DRWIN-08609,construction,Doors - Leaves,30-Minute Fire-Rated Steel Flush Door Leaf,"Supply and install 30-minute fire-rated steel flush door leaf, factory prepared for scheduled hardware and glazing, complete with edge treatment and finish. | Code Ref: 08 11 00 / OmniClass 23-17 11 13 | Spec: Leaf Size: ___ | Thickness: ___ | Core: ___ | Face Material: ___ | Edge Detail: ___ | Finish: ___ | Fire Rating: ___ | Acoustic Rating: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project classification and requirements.",,no.,,,,,,,
DRWIN-08610,construction,Doors - Leaves,30-Minute Fire-Rated Steel Glazed Door Leaf,"Supply and install 30-minute fire-rated steel glazed door leaf, factory prepared for scheduled hardware and glazing, complete with edge treatment and finish. | Code Ref: 08 11 00 / OmniClass 23-17 11 13 | Spec: Leaf Size: ___ | Thickness: ___ | Core: ___ | Face Material: ___ | Edge Detail: ___ | Finish: ___ | Fire Rating: ___ | Acoustic Rating: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project classification and requirements.",,no.,,,,,,,
DRWIN-08611,construction,Doors - Leaves,30-Minute Fire-Rated Steel Lead-Lined Door Leaf,"Supply and install 30-minute fire-rated steel lead-lined door leaf, factory prepared for scheduled hardware and glazing, complete with edge treatment and finish. | Code Ref: 08 11 00 / OmniClass 23-17 11 13 | Spec: Leaf Size: ___ | Thickness: ___ | Core: ___ | Face Material: ___ | Edge Detail: ___ | Finish: ___ | Fire Rating: ___ | Acoustic Rating: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project classification and requirements.",,no.,,,,,,,
DRWIN-08612,construction,Doors - Leaves,30-Minute Fire-Rated Steel Louvered Door Leaf,"Supply and install 30-minute fire-rated steel louvered door leaf, factory prepared for scheduled hardware and glazing, complete with edge treatment and finish. | Code Ref: 08 11 00 / OmniClass 23-17 11 13 | Spec: Leaf Size: ___ | Thickness: ___ | Core: ___ | Face Material: ___ | Edge Detail: ___ | Finish: ___ | Fire Rating: ___ | Acoustic Rating: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project classification and requirements.",,no.,,,,,,,
DRWIN-08613,construction,Doors - Leaves,30-Minute Fire-Rated Steel Panelled Door Leaf,"Supply and install 30-minute fire-rated steel panelled door leaf, factory prepared for scheduled hardware and glazing, complete with edge treatment and finish. | Code Ref: 08 11 00 / OmniClass 23-17 11 13 | Spec: Leaf Size: ___ | Thickness: ___ | Core: ___ | Face Material: ___ | Edge Detail: ___ | Finish: ___ | Fire Rating: ___ | Acoustic Rating: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project classification and requirements.",,no.,,,,,,,
DRWIN-08614,construction,Doors - Leaves,30-Minute Fire-Rated Steel Part-Glazed Door Leaf,"Supply and install 30-minute fire-rated steel part-glazed door leaf, factory prepared for scheduled hardware and glazing, complete with edge treatment and finish. | Code Ref: 08 11 00 / OmniClass 23-17 11 13 | Spec: Leaf Size: ___ | Thickness: ___ | Core: ___ | Face Material: ___ | Edge Detail: ___ | Finish: ___ | Fire Rating: ___ | Acoustic Rating: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project classification and requirements.",,no.,,,,,,,
DRWIN-08615,construction,Doors - Leaves,30-Minute Fire-Rated Steel Vision-Panel Door Leaf,"Supply and install 30-minute fire-rated steel vision-panel door leaf, factory prepared for scheduled hardware and glazing, complete with edge treatment and finish. | Code Ref: 08 11 00 / OmniClass 23-17 11 13 | Spec: Leaf Size: ___ | Thickness: ___ | Core: ___ | Face Material: ___ | Edge Detail: ___ | Finish: ___ | Fire Rating: ___ | Acoustic Rating: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project classification and requirements.",,no.,,,,,,,
DRWIN-08616,construction,Doors - Leaves,30-Minute Fire-Rated Steel X-Ray Door Leaf,"Supply and install 30-minute fire-rated steel x-ray door leaf, factory prepared for scheduled hardware and glazing, complete with edge treatment and finish. | Code Ref: 08 11 00 / OmniClass 23-17 11 13 | Spec: Leaf Size: ___ | Thickness: ___ | Core: ___ | Face Material: ___ | Edge Detail: ___ | Finish: ___ | Fire Rating: ___ | Acoustic Rating: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project classification and requirements.",,no.,,,,,,,
DRWIN-08617,construction,Doors - Leaves,30-Minute Fire-Rated Timber Flush Door Leaf,"Supply and install 30-minute fire-rated timber flush door leaf, factory prepared for scheduled hardware and glazing, complete with edge treatment and finish. | Code Ref: 08 14 00 / OmniClass 23-17 11 11 | Spec: Leaf Size: ___ | Thickness: ___ | Core: ___ | Face Material: ___ | Edge Detail: ___ | Finish: ___ | Fire Rating: ___ | Acoustic Rating: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project classification and requirements.",,no.,,,,,,,
DRWIN-08618,construction,Doors - Leaves,30-Minute Fire-Rated Timber Glazed Door Leaf,"Supply and install 30-minute fire-rated timber glazed door leaf, factory prepared for scheduled hardware and glazing, complete with edge treatment and finish. | Code Ref: 08 14 00 / OmniClass 23-17 11 11 | Spec: Leaf Size: ___ | Thickness: ___ | Core: ___ | Face Material: ___ | Edge Detail: ___ | Finish: ___ | Fire Rating: ___ | Acoustic Rating: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project classification and requirements.",,no.,,,,,,,
DRWIN-08619,construction,Doors - Leaves,30-Minute Fire-Rated Timber Lead-Lined Door Leaf,"Supply and install 30-minute fire-rated timber lead-lined door leaf, factory prepared for scheduled hardware and glazing, complete with edge treatment and finish. | Code Ref: 08 14 00 / OmniClass 23-17 11 11 | Spec: Leaf Size: ___ | Thickness: ___ | Core: ___ | Face Material: ___ | Edge Detail: ___ | Finish: ___ | Fire Rating: ___ | Acoustic Rating: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project classification and requirements.",,no.,,,,,,,
DRWIN-08620,construction,Doors - Leaves,30-Minute Fire-Rated Timber Louvered Door Leaf,"Supply and install 30-minute fire-rated timber louvered door leaf, factory prepared for scheduled hardware and glazing, complete with edge treatment and finish. | Code Ref: 08 14 00 / OmniClass 23-17 11 11 | Spec: Leaf Size: ___ | Thickness: ___ | Core: ___ | Face Material: ___ | Edge Detail: ___ | Finish: ___ | Fire Rating: ___ | Acoustic Rating: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project classification and requirements.",,no.,,,,,,,
DRWIN-08621,construction,Doors - Leaves,30-Minute Fire-Rated Timber Panelled Door Leaf,"Supply and install 30-minute fire-rated timber panelled door leaf, factory prepared for scheduled hardware and glazing, complete with edge treatment and finish. | Code Ref: 08 14 00 / OmniClass 23-17 11 11 | Spec: Leaf Size: ___ | Thickness: ___ | Core: ___ | Face Material: ___ | Edge Detail: ___ | Finish: ___ | Fire Rating: ___ | Acoustic Rating: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project classification and requirements.",,no.,,,,,,,
DRWIN-08622,construction,Doors - Leaves,30-Minute Fire-Rated Timber Part-Glazed Door Leaf,"Supply and install 30-minute fire-rated timber part-glazed door leaf, factory prepared for scheduled hardware and glazing, complete with edge treatment and finish. | Code Ref: 08 14 00 / OmniClass 23-17 11 11 | Spec: Leaf Size: ___ | Thickness: ___ | Core: ___ | Face Material: ___ | Edge Detail: ___ | Finish: ___ | Fire Rating: ___ | Acoustic Rating: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project classification and requirements.",,no.,,,,,,,
DRWIN-08623,construction,Doors - Leaves,30-Minute Fire-Rated Timber Vision-Panel Door Leaf,"Supply and install 30-minute fire-rated timber vision-panel door leaf, factory prepared for scheduled hardware and glazing, complete with edge treatment and finish. | Code Ref: 08 14 00 / OmniClass 23-17 11 11 | Spec: Leaf Size: ___ | Thickness: ___ | Core: ___ | Face Material: ___ | Edge Detail: ___ | Finish: ___ | Fire Rating: ___ | Acoustic Rating: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project classification and requirements.",,no.,,,,,,,
DRWIN-08624,construction,Doors - Leaves,30-Minute Fire-Rated Timber X-Ray Door Leaf,"Supply and install 30-minute fire-rated timber x-ray door leaf, factory prepared for scheduled hardware and glazing, complete with edge treatment and finish. | Code Ref: 08 14 00 / OmniClass 23-17 11 11 | Spec: Leaf Size: ___ | Thickness: ___ | Core: ___ | Face Material: ___ | Edge Detail: ___ | Finish: ___ | Fire Rating: ___ | Acoustic Rating: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project classification and requirements.",,no.,,,,,,,
DRWIN-08625,construction,Doors - Leaves,60-Minute Fire-Rated Aluminium Flush Door Leaf,"Supply and install 60-minute fire-rated aluminium flush door leaf, factory prepared for scheduled hardware and glazing, complete with edge treatment and finish. | Code Ref: 08 41 13 / OmniClass 23-17 11 15 | Spec: Leaf Size: ___ | Thickness: ___ | Core: ___ | Face Material: ___ | Edge Detail: ___ | Finish: ___ | Fire Rating: ___ | Acoustic Rating: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project classification and requirements.",,no.,,,,,,,
DRWIN-08626,construction,Doors - Leaves,60-Minute Fire-Rated Aluminium Glazed Door Leaf,"Supply and install 60-minute fire-rated aluminium glazed door leaf, factory prepared for scheduled hardware and glazing, complete with edge treatment and finish. | Code Ref: 08 41 13 / OmniClass 23-17 11 15 | Spec: Leaf Size: ___ | Thickness: ___ | Core: ___ | Face Material: ___ | Edge Detail: ___ | Finish: ___ | Fire Rating: ___ | Acoustic Rating: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project classification and requirements.",,no.,,,,,,,
DRWIN-08627,construction,Doors - Leaves,60-Minute Fire-Rated Aluminium Lead-Lined Door Leaf,"Supply and install 60-minute fire-rated aluminium lead-lined door leaf, factory prepared for scheduled hardware and glazing, complete with edge treatment and finish. | Code Ref: 08 41 13 / OmniClass 23-17 11 15 | Spec: Leaf Size: ___ | Thickness: ___ | Core: ___ | Face Material: ___ | Edge Detail: ___ | Finish: ___ | Fire Rating: ___ | Acoustic Rating: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project classification and requirements.",,no.,,,,,,,
DRWIN-08628,construction,Doors - Leaves,60-Minute Fire-Rated Aluminium Louvered Door Leaf,"Supply and install 60-minute fire-rated aluminium louvered door leaf, factory prepared for scheduled hardware and glazing, complete with edge treatment and finish. | Code Ref: 08 41 13 / OmniClass 23-17 11 15 | Spec: Leaf Size: ___ | Thickness: ___ | Core: ___ | Face Material: ___ | Edge Detail: ___ | Finish: ___ | Fire Rating: ___ | Acoustic Rating: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project classification and requirements.",,no.,,,,,,,
