itemCode,discipline,category,description,specification,quantity,unit,supplier,cost,margin,sellingRate,manufacturer,brand,model
DRWIN-00026,construction,Door Access and Automation,Electromagnetic Lock for Double Door,"Supply, install, connect, test and commission electromagnetic lock for double door, including mounting accessories, cabling interfaces, power supplies where scheduled and coordination with life-safety systems. | Code Ref: 08 74 00 / OmniClass 23-17 11 25 | Spec: Model: ___ | Voltage: ___ | Holding/Operating Force: ___ | Fail Mode: ___ | Fire Alarm Interface: ___ | Access Control Interface: ___ | Finish: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project classification and requirements.",,no.,,,,,,,
DRWIN-00027,construction,Door Access and Automation,Electromagnetic Lock for External Door,"Supply, install, connect, test and commission electromagnetic lock for external door, including mounting accessories, cabling interfaces, power supplies where scheduled and coordination with life-safety systems. | Code Ref: 08 74 00 / OmniClass 23-17 11 25 | Spec: Model: ___ | Voltage: ___ | Holding/Operating Force: ___ | Fail Mode: ___ | Fire Alarm Interface: ___ | Access Control Interface: ___ | Finish: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project classification and requirements.",,no.,,,,,,,
DRWIN-00028,construction,Door Access and Automation,Electromagnetic Lock for Fire Exit Door,"Supply, install, connect, test and commission electromagnetic lock for fire exit door, including mounting accessories, cabling interfaces, power supplies where scheduled and coordination with life-safety systems. | Code Ref: 08 74 00 / OmniClass 23-17 11 25 | Spec: Model: ___ | Voltage: ___ | Holding/Operating Force: ___ | Fail Mode: ___ | Fire Alarm Interface: ___ | Access Control Interface: ___ | Finish: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project classification and requirements.",,no.,,,,,,,
DRWIN-00029,construction,Door Access and Automation,Electromagnetic Lock for Glass Door,"Supply, install, connect, test and commission electromagnetic lock for glass door, including mounting accessories, cabling interfaces, power supplies where scheduled and coordination with life-safety systems. | Code Ref: 08 74 00 / OmniClass 23-17 11 25 | Spec: Model: ___ | Voltage: ___ | Holding/Operating Force: ___ | Fail Mode: ___ | Fire Alarm Interface: ___ | Access Control Interface: ___ | Finish: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project classification and requirements.",,no.,,,,,,,
DRWIN-00030,construction,Door Access and Automation,Electromagnetic Lock for Single Door,"Supply, install, connect, test and commission electromagnetic lock for single door, including mounting accessories, cabling interfaces, power supplies where scheduled and coordination with life-safety systems. | Code Ref: 08 74 00 / OmniClass 23-17 11 25 | Spec: Model: ___ | Voltage: ___ | Holding/Operating Force: ___ | Fail Mode: ___ | Fire Alarm Interface: ___ | Access Control Interface: ___ | Finish: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project classification and requirements.",,no.,,,,,,,
DRWIN-00031,construction,Door Access and Automation,Emergency Break Glass for Double Door,"Supply, install, connect, test and commission emergency break glass for double door, including mounting accessories, cabling interfaces, power supplies where scheduled and coordination with life-safety systems. | Code Ref: 08 74 00 / OmniClass 23-17 11 25 | Spec: Model: ___ | Voltage: ___ | Holding/Operating Force: ___ | Fail Mode: ___ | Fire Alarm Interface: ___ | Access Control Interface: ___ | Finish: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project classification and requirements.",,no.,,,,,,,
DRWIN-00032,construction,Door Access and Automation,Emergency Break Glass for External Door,"Supply, install, connect, test and commission emergency break glass for external door, including mounting accessories, cabling interfaces, power supplies where scheduled and coordination with life-safety systems. | Code Ref: 08 74 00 / OmniClass 23-17 11 25 | Spec: Model: ___ | Voltage: ___ | Holding/Operating Force: ___ | Fail Mode: ___ | Fire Alarm Interface: ___ | Access Control Interface: ___ | Finish: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project classification and requirements.",,no.,,,,,,,
DRWIN-00033,construction,Door Access and Automation,Emergency Break Glass for Fire Exit Door,"Supply, install, connect, test and commission emergency break glass for fire exit door, including mounting accessories, cabling interfaces, power supplies where scheduled and coordination with life-safety systems. | Code Ref: 08 74 00 / OmniClass 23-17 11 25 | Spec: Model: ___ | Voltage: ___ | Holding/Operating Force: ___ | Fail Mode: ___ | Fire Alarm Interface: ___ | Access Control Interface: ___ | Finish: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project classification and requirements.",,no.,,,,,,,
DRWIN-00034,construction,Door Access and Automation,Emergency Break Glass for Glass Door,"Supply, install, connect, test and commission emergency break glass for glass door, including mounting accessories, cabling interfaces, power supplies where scheduled and coordination with life-safety systems. | Code Ref: 08 74 00 / OmniClass 23-17 11 25 | Spec: Model: ___ | Voltage: ___ | Holding/Operating Force: ___ | Fail Mode: ___ | Fire Alarm Interface: ___ | Access Control Interface: ___ | Finish: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project classification and requirements.",,no.,,,,,,,
DRWIN-00035,construction,Door Access and Automation,Emergency Break Glass for Single Door,"Supply, install, connect, test and commission emergency break glass for single door, including mounting accessories, cabling interfaces, power supplies where scheduled and coordination with life-safety systems. | Code Ref: 08 74 00 / OmniClass 23-17 11 25 | Spec: Model: ___ | Voltage: ___ | Holding/Operating Force: ___ | Fail Mode: ___ | Fire Alarm Interface: ___ | Access Control Interface: ___ | Finish: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project classification and requirements.",,no.,,,,,,,
DRWIN-00036,construction,Door Access and Automation,Key Switch for Double Door,"Supply, install, connect, test and commission key switch for double door, including mounting accessories, cabling interfaces, power supplies where scheduled and coordination with life-safety systems. | Code Ref: 08 74 00 / OmniClass 23-17 11 25 | Spec: Model: ___ | Voltage: ___ | Holding/Operating Force: ___ | Fail Mode: ___ | Fire Alarm Interface: ___ | Access Control Interface: ___ | Finish: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project classification and requirements.",,no.,,,,,,,
DRWIN-00037,construction,Door Access and Automation,Key Switch for External Door,"Supply, install, connect, test and commission key switch for external door, including mounting accessories, cabling interfaces, power supplies where scheduled and coordination with life-safety systems. | Code Ref: 08 74 00 / OmniClass 23-17 11 25 | Spec: Model: ___ | Voltage: ___ | Holding/Operating Force: ___ | Fail Mode: ___ | Fire Alarm Interface: ___ | Access Control Interface: ___ | Finish: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project classification and requirements.",,no.,,,,,,,
DRWIN-00038,construction,Door Access and Automation,Key Switch for Fire Exit Door,"Supply, install, connect, test and commission key switch for fire exit door, including mounting accessories, cabling interfaces, power supplies where scheduled and coordination with life-safety systems. | Code Ref: 08 74 00 / OmniClass 23-17 11 25 | Spec: Model: ___ | Voltage: ___ | Holding/Operating Force: ___ | Fail Mode: ___ | Fire Alarm Interface: ___ | Access Control Interface: ___ | Finish: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project classification and requirements.",,no.,,,,,,,
DRWIN-00039,construction,Door Access and Automation,Key Switch for Glass Door,"Supply, install, connect, test and commission key switch for glass door, including mounting accessories, cabling interfaces, power supplies where scheduled and coordination with life-safety systems. | Code Ref: 08 74 00 / OmniClass 23-17 11 25 | Spec: Model: ___ | Voltage: ___ | Holding/Operating Force: ___ | Fail Mode: ___ | Fire Alarm Interface: ___ | Access Control Interface: ___ | Finish: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project classification and requirements.",,no.,,,,,,,
DRWIN-00040,construction,Door Access and Automation,Key Switch for Single Door,"Supply, install, connect, test and commission key switch for single door, including mounting accessories, cabling interfaces, power supplies where scheduled and coordination with life-safety systems. | Code Ref: 08 74 00 / OmniClass 23-17 11 25 | Spec: Model: ___ | Voltage: ___ | Holding/Operating Force: ___ | Fail Mode: ___ | Fire Alarm Interface: ___ | Access Control Interface: ___ | Finish: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project classification and requirements.",,no.,,,,,,,
DRWIN-00041,construction,Door Access and Automation,Motorized Lock for Double Door,"Supply, install, connect, test and commission motorized lock for double door, including mounting accessories, cabling interfaces, power supplies where scheduled and coordination with life-safety systems. | Code Ref: 08 74 00 / OmniClass 23-17 11 25 | Spec: Model: ___ | Voltage: ___ | Holding/Operating Force: ___ | Fail Mode: ___ | Fire Alarm Interface: ___ | Access Control Interface: ___ | Finish: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project classification and requirements.",,no.,,,,,,,
DRWIN-00042,construction,Door Access and Automation,Motorized Lock for External Door,"Supply, install, connect, test and commission motorized lock for external door, including mounting accessories, cabling interfaces, power supplies where scheduled and coordination with life-safety systems. | Code Ref: 08 74 00 / OmniClass 23-17 11 25 | Spec: Model: ___ | Voltage: ___ | Holding/Operating Force: ___ | Fail Mode: ___ | Fire Alarm Interface: ___ | Access Control Interface: ___ | Finish: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project classification and requirements.",,no.,,,,,,,
DRWIN-00043,construction,Door Access and Automation,Motorized Lock for Fire Exit Door,"Supply, install, connect, test and commission motorized lock for fire exit door, including mounting accessories, cabling interfaces, power supplies where scheduled and coordination with life-safety systems. | Code Ref: 08 74 00 / OmniClass 23-17 11 25 | Spec: Model: ___ | Voltage: ___ | Holding/Operating Force: ___ | Fail Mode: ___ | Fire Alarm Interface: ___ | Access Control Interface: ___ | Finish: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project classification and requirements.",,no.,,,,,,,
DRWIN-00044,construction,Door Access and Automation,Motorized Lock for Glass Door,"Supply, install, connect, test and commission motorized lock for glass door, including mounting accessories, cabling interfaces, power supplies where scheduled and coordination with life-safety systems. | Code Ref: 08 74 00 / OmniClass 23-17 11 25 | Spec: Model: ___ | Voltage: ___ | Holding/Operating Force: ___ | Fail Mode: ___ | Fire Alarm Interface: ___ | Access Control Interface: ___ | Finish: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project classification and requirements.",,no.,,,,,,,
DRWIN-00045,construction,Door Access and Automation,Motorized Lock for Single Door,"Supply, install, connect, test and commission motorized lock for single door, including mounting accessories, cabling interfaces, power supplies where scheduled and coordination with life-safety systems. | Code Ref: 08 74 00 / OmniClass 23-17 11 25 | Spec: Model: ___ | Voltage: ___ | Holding/Operating Force: ___ | Fail Mode: ___ | Fire Alarm Interface: ___ | Access Control Interface: ___ | Finish: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project classification and requirements.",,no.,,,,,,,
DRWIN-00046,construction,Door Access and Automation,Power Transfer Hinge for Double Door,"Supply, install, connect, test and commission power transfer hinge for double door, including mounting accessories, cabling interfaces, power supplies where scheduled and coordination with life-safety systems. | Code Ref: 08 74 00 / OmniClass 23-17 11 25 | Spec: Model: ___ | Voltage: ___ | Holding/Operating Force: ___ | Fail Mode: ___ | Fire Alarm Interface: ___ | Access Control Interface: ___ | Finish: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project classification and requirements.",,no.,,,,,,,
DRWIN-00047,construction,Door Access and Automation,Power Transfer Hinge for External Door,"Supply, install, connect, test and commission power transfer hinge for external door, including mounting accessories, cabling interfaces, power supplies where scheduled and coordination with life-safety systems. | Code Ref: 08 74 00 / OmniClass 23-17 11 25 | Spec: Model: ___ | Voltage: ___ | Holding/Operating Force: ___ | Fail Mode: ___ | Fire Alarm Interface: ___ | Access Control Interface: ___ | Finish: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project classification and requirements.",,no.,,,,,,,
DRWIN-00048,construction,Door Access and Automation,Power Transfer Hinge for Fire Exit Door,"Supply, install, connect, test and commission power transfer hinge for fire exit door, including mounting accessories, cabling interfaces, power supplies where scheduled and coordination with life-safety systems. | Code Ref: 08 74 00 / OmniClass 23-17 11 25 | Spec: Model: ___ | Voltage: ___ | Holding/Operating Force: ___ | Fail Mode: ___ | Fire Alarm Interface: ___ | Access Control Interface: ___ | Finish: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project classification and requirements.",,no.,,,,,,,
DRWIN-00049,construction,Door Access and Automation,Power Transfer Hinge for Glass Door,"Supply, install, connect, test and commission power transfer hinge for glass door, including mounting accessories, cabling interfaces, power supplies where scheduled and coordination with life-safety systems. | Code Ref: 08 74 00 / OmniClass 23-17 11 25 | Spec: Model: ___ | Voltage: ___ | Holding/Operating Force: ___ | Fail Mode: ___ | Fire Alarm Interface: ___ | Access Control Interface: ___ | Finish: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project classification and requirements.",,no.,,,,,,,
DRWIN-00050,construction,Door Access and Automation,Power Transfer Hinge for Single Door,"Supply, install, connect, test and commission power transfer hinge for single door, including mounting accessories, cabling interfaces, power supplies where scheduled and coordination with life-safety systems. | Code Ref: 08 74 00 / OmniClass 23-17 11 25 | Spec: Model: ___ | Voltage: ___ | Holding/Operating Force: ___ | Fail Mode: ___ | Fire Alarm Interface: ___ | Access Control Interface: ___ | Finish: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project classification and requirements.",,no.,,,,,,,
DRWIN-00051,construction,Door Access and Automation,Request-to-Exit Sensor for Double Door,"Supply, install, connect, test and commission request-to-exit sensor for double door, including mounting accessories, cabling interfaces, power supplies where scheduled and coordination with life-safety systems. | Code Ref: 08 74 00 / OmniClass 23-17 11 25 | Spec: Model: ___ | Voltage: ___ | Holding/Operating Force: ___ | Fail Mode: ___ | Fire Alarm Interface: ___ | Access Control Interface: ___ | Finish: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project classification and requirements.",,no.,,,,,,,
DRWIN-00052,construction,Door Access and Automation,Request-to-Exit Sensor for External Door,"Supply, install, connect, test and commission request-to-exit sensor for external door, including mounting accessories, cabling interfaces, power supplies where scheduled and coordination with life-safety systems. | Code Ref: 08 74 00 / OmniClass 23-17 11 25 | Spec: Model: ___ | Voltage: ___ | Holding/Operating Force: ___ | Fail Mode: ___ | Fire Alarm Interface: ___ | Access Control Interface: ___ | Finish: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project classification and requirements.",,no.,,,,,,,
DRWIN-00053,construction,Door Access and Automation,Request-to-Exit Sensor for Fire Exit Door,"Supply, install, connect, test and commission request-to-exit sensor for fire exit door, including mounting accessories, cabling interfaces, power supplies where scheduled and coordination with life-safety systems. | Code Ref: 08 74 00 / OmniClass 23-17 11 25 | Spec: Model: ___ | Voltage: ___ | Holding/Operating Force: ___ | Fail Mode: ___ | Fire Alarm Interface: ___ | Access Control Interface: ___ | Finish: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project classification and requirements.",,no.,,,,,,,
DRWIN-00054,construction,Door Access and Automation,Request-to-Exit Sensor for Glass Door,"Supply, install, connect, test and commission request-to-exit sensor for glass door, including mounting accessories, cabling interfaces, power supplies where scheduled and coordination with life-safety systems. | Code Ref: 08 74 00 / OmniClass 23-17 11 25 | Spec: Model: ___ | Voltage: ___ | Holding/Operating Force: ___ | Fail Mode: ___ | Fire Alarm Interface: ___ | Access Control Interface: ___ | Finish: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project classification and requirements.",,no.,,,,,,,
DRWIN-00055,construction,Door Access and Automation,Request-to-Exit Sensor for Single Door,"Supply, install, connect, test and commission request-to-exit sensor for single door, including mounting accessories, cabling interfaces, power supplies where scheduled and coordination with life-safety systems. | Code Ref: 08 74 00 / OmniClass 23-17 11 25 | Spec: Model: ___ | Voltage: ___ | Holding/Operating Force: ___ | Fail Mode: ___ | Fire Alarm Interface: ___ | Access Control Interface: ___ | Finish: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project classification and requirements.",,no.,,,,,,,
