itemCode,discipline,category,description,specification,quantity,unit,supplier,cost,margin,sellingRate,manufacturer,brand,model
GENREQ-00014,construction,Mobilization,Review - Authority Required Mobilization,"Provide review for authority required mobilization, including all labour, documentation, coordination, approvals, meetings, records, reporting and closeout as required by the contract. | Code Ref: 01 00 00 / OmniClass 23-11 | Spec: Scope: ___ | Frequency: ___ | Responsible Party: ___ | Deliverables: ___ | Authority/Client Requirement: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project requirements, contract conditions and authority requirements.",,item,,,,,,,
GENREQ-00015,construction,Mobilization,Review - Client Required Mobilization,"Provide review for client required mobilization, including all labour, documentation, coordination, approvals, meetings, records, reporting and closeout as required by the contract. | Code Ref: 01 00 00 / OmniClass 23-11 | Spec: Scope: ___ | Frequency: ___ | Responsible Party: ___ | Deliverables: ___ | Authority/Client Requirement: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project requirements, contract conditions and authority requirements.",,item,,,,,,,
GENREQ-00016,construction,Mobilization,Approval - Standard Mobilization,"Provide approval for standard mobilization, including all labour, documentation, coordination, approvals, meetings, records, reporting and closeout as required by the contract. | Code Ref: 01 00 00 / OmniClass 23-11 | Spec: Scope: ___ | Frequency: ___ | Responsible Party: ___ | Deliverables: ___ | Authority/Client Requirement: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project requirements, contract conditions and authority requirements.",,item,,,,,,,
GENREQ-00017,construction,Mobilization,Approval - Enhanced Mobilization,"Provide approval for enhanced mobilization, including all labour, documentation, coordination, approvals, meetings, records, reporting and closeout as required by the contract. | Code Ref: 01 00 00 / OmniClass 23-11 | Spec: Scope: ___ | Frequency: ___ | Responsible Party: ___ | Deliverables: ___ | Authority/Client Requirement: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project requirements, contract conditions and authority requirements.",,item,,,,,,,
GENREQ-00018,construction,Mobilization,Approval - Project-Specific Mobilization,"Provide approval for project-specific mobilization, including all labour, documentation, coordination, approvals, meetings, records, reporting and closeout as required by the contract. | Code Ref: 01 00 00 / OmniClass 23-11 | Spec: Scope: ___ | Frequency: ___ | Responsible Party: ___ | Deliverables: ___ | Authority/Client Requirement: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project requirements, contract conditions and authority requirements.",,item,,,,,,,
GENREQ-00019,construction,Mobilization,Approval - Authority Required Mobilization,"Provide approval for authority required mobilization, including all labour, documentation, coordination, approvals, meetings, records, reporting and closeout as required by the contract. | Code Ref: 01 00 00 / OmniClass 23-11 | Spec: Scope: ___ | Frequency: ___ | Responsible Party: ___ | Deliverables: ___ | Authority/Client Requirement: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project requirements, contract conditions and authority requirements.",,item,,,,,,,
GENREQ-00020,construction,Mobilization,Approval - Client Required Mobilization,"Provide approval for client required mobilization, including all labour, documentation, coordination, approvals, meetings, records, reporting and closeout as required by the contract. | Code Ref: 01 00 00 / OmniClass 23-11 | Spec: Scope: ___ | Frequency: ___ | Responsible Party: ___ | Deliverables: ___ | Authority/Client Requirement: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project requirements, contract conditions and authority requirements.",,item,,,,,,,
GENREQ-00021,construction,Mobilization,Implementation - Standard Mobilization,"Provide implementation for standard mobilization, including all labour, documentation, coordination, approvals, meetings, records, reporting and closeout as required by the contract. | Code Ref: 01 00 00 / OmniClass 23-11 | Spec: Scope: ___ | Frequency: ___ | Responsible Party: ___ | Deliverables: ___ | Authority/Client Requirement: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project requirements, contract conditions and authority requirements.",,item,,,,,,,
GENREQ-00022,construction,Mobilization,Implementation - Enhanced Mobilization,"Provide implementation for enhanced mobilization, including all labour, documentation, coordination, approvals, meetings, records, reporting and closeout as required by the contract. | Code Ref: 01 00 00 / OmniClass 23-11 | Spec: Scope: ___ | Frequency: ___ | Responsible Party: ___ | Deliverables: ___ | Authority/Client Requirement: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project requirements, contract conditions and authority requirements.",,item,,,,,,,
GENREQ-00023,construction,Mobilization,Implementation - Project-Specific Mobilization,"Provide implementation for project-specific mobilization, including all labour, documentation, coordination, approvals, meetings, records, reporting and closeout as required by the contract. | Code Ref: 01 00 00 / OmniClass 23-11 | Spec: Scope: ___ | Frequency: ___ | Responsible Party: ___ | Deliverables: ___ | Authority/Client Requirement: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project requirements, contract conditions and authority requirements.",,item,,,,,,,
GENREQ-00024,construction,Mobilization,Implementation - Authority Required Mobilization,"Provide implementation for authority required mobilization, including all labour, documentation, coordination, approvals, meetings, records, reporting and closeout as required by the contract. | Code Ref: 01 00 00 / OmniClass 23-11 | Spec: Scope: ___ | Frequency: ___ | Responsible Party: ___ | Deliverables: ___ | Authority/Client Requirement: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project requirements, contract conditions and authority requirements.",,item,,,,,,,
GENREQ-00025,construction,Mobilization,Implementation - Client Required Mobilization,"Provide implementation for client required mobilization, including all labour, documentation, coordination, approvals, meetings, records, reporting and closeout as required by the contract. | Code Ref: 01 00 00 / OmniClass 23-11 | Spec: Scope: ___ | Frequency: ___ | Responsible Party: ___ | Deliverables: ___ | Authority/Client Requirement: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project requirements, contract conditions and authority requirements.",,item,,,,,,,
GENREQ-00026,construction,Mobilization,Monitoring - Standard Mobilization,"Provide monitoring for standard mobilization, including all labour, documentation, coordination, approvals, meetings, records, reporting and closeout as required by the contract. | Code Ref: 01 00 00 / OmniClass 23-11 | Spec: Scope: ___ | Frequency: ___ | Responsible Party: ___ | Deliverables: ___ | Authority/Client Requirement: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project requirements, contract conditions and authority requirements.",,item,,,,,,,
GENREQ-00027,construction,Mobilization,Monitoring - Enhanced Mobilization,"Provide monitoring for enhanced mobilization, including all labour, documentation, coordination, approvals, meetings, records, reporting and closeout as required by the contract. | Code Ref: 01 00 00 / OmniClass 23-11 | Spec: Scope: ___ | Frequency: ___ | Responsible Party: ___ | Deliverables: ___ | Authority/Client Requirement: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project requirements, contract conditions and authority requirements.",,item,,,,,,,
GENREQ-00028,construction,Mobilization,Monitoring - Project-Specific Mobilization,"Provide monitoring for project-specific mobilization, including all labour, documentation, coordination, approvals, meetings, records, reporting and closeout as required by the contract. | Code Ref: 01 00 00 / OmniClass 23-11 | Spec: Scope: ___ | Frequency: ___ | Responsible Party: ___ | Deliverables: ___ | Authority/Client Requirement: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project requirements, contract conditions and authority requirements.",,item,,,,,,,
GENREQ-00029,construction,Mobilization,Monitoring - Authority Required Mobilization,"Provide monitoring for authority required mobilization, including all labour, documentation, coordination, approvals, meetings, records, reporting and closeout as required by the contract. | Code Ref: 01 00 00 / OmniClass 23-11 | Spec: Scope: ___ | Frequency: ___ | Responsible Party: ___ | Deliverables: ___ | Authority/Client Requirement: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project requirements, contract conditions and authority requirements.",,item,,,,,,,
GENREQ-00030,construction,Mobilization,Monitoring - Client Required Mobilization,"Provide monitoring for client required mobilization, including all labour, documentation, coordination, approvals, meetings, records, reporting and closeout as required by the contract. | Code Ref: 01 00 00 / OmniClass 23-11 | Spec: Scope: ___ | Frequency: ___ | Responsible Party: ___ | Deliverables: ___ | Authority/Client Requirement: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project requirements, contract conditions and authority requirements.",,item,,,,,,,
GENREQ-00031,construction,Mobilization,Weekly Update - Standard Mobilization,"Provide weekly update for standard mobilization, including all labour, documentation, coordination, approvals, meetings, records, reporting and closeout as required by the contract. | Code Ref: 01 00 00 / OmniClass 23-11 | Spec: Scope: ___ | Frequency: ___ | Responsible Party: ___ | Deliverables: ___ | Authority/Client Requirement: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project requirements, contract conditions and authority requirements.",,item,,,,,,,
GENREQ-00032,construction,Mobilization,Weekly Update - Enhanced Mobilization,"Provide weekly update for enhanced mobilization, including all labour, documentation, coordination, approvals, meetings, records, reporting and closeout as required by the contract. | Code Ref: 01 00 00 / OmniClass 23-11 | Spec: Scope: ___ | Frequency: ___ | Responsible Party: ___ | Deliverables: ___ | Authority/Client Requirement: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project requirements, contract conditions and authority requirements.",,item,,,,,,,
GENREQ-00033,construction,Mobilization,Weekly Update - Project-Specific Mobilization,"Provide weekly update for project-specific mobilization, including all labour, documentation, coordination, approvals, meetings, records, reporting and closeout as required by the contract. | Code Ref: 01 00 00 / OmniClass 23-11 | Spec: Scope: ___ | Frequency: ___ | Responsible Party: ___ | Deliverables: ___ | Authority/Client Requirement: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project requirements, contract conditions and authority requirements.",,item,,,,,,,
GENREQ-00034,construction,Mobilization,Weekly Update - Authority Required Mobilization,"Provide weekly update for authority required mobilization, including all labour, documentation, coordination, approvals, meetings, records, reporting and closeout as required by the contract. | Code Ref: 01 00 00 / OmniClass 23-11 | Spec: Scope: ___ | Frequency: ___ | Responsible Party: ___ | Deliverables: ___ | Authority/Client Requirement: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project requirements, contract conditions and authority requirements.",,item,,,,,,,
GENREQ-00035,construction,Mobilization,Weekly Update - Client Required Mobilization,"Provide weekly update for client required mobilization, including all labour, documentation, coordination, approvals, meetings, records, reporting and closeout as required by the contract. | Code Ref: 01 00 00 / OmniClass 23-11 | Spec: Scope: ___ | Frequency: ___ | Responsible Party: ___ | Deliverables: ___ | Authority/Client Requirement: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project requirements, contract conditions and authority requirements.",,item,,,,,,,
GENREQ-00036,construction,Mobilization,Monthly Update - Standard Mobilization,"Provide monthly update for standard mobilization, including all labour, documentation, coordination, approvals, meetings, records, reporting and closeout as required by the contract. | Code Ref: 01 00 00 / OmniClass 23-11 | Spec: Scope: ___ | Frequency: ___ | Responsible Party: ___ | Deliverables: ___ | Authority/Client Requirement: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project requirements, contract conditions and authority requirements.",,item,,,,,,,
GENREQ-00037,construction,Mobilization,Monthly Update - Enhanced Mobilization,"Provide monthly update for enhanced mobilization, including all labour, documentation, coordination, approvals, meetings, records, reporting and closeout as required by the contract. | Code Ref: 01 00 00 / OmniClass 23-11 | Spec: Scope: ___ | Frequency: ___ | Responsible Party: ___ | Deliverables: ___ | Authority/Client Requirement: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project requirements, contract conditions and authority requirements.",,item,,,,,,,
GENREQ-00038,construction,Mobilization,Monthly Update - Project-Specific Mobilization,"Provide monthly update for project-specific mobilization, including all labour, documentation, coordination, approvals, meetings, records, reporting and closeout as required by the contract. | Code Ref: 01 00 00 / OmniClass 23-11 | Spec: Scope: ___ | Frequency: ___ | Responsible Party: ___ | Deliverables: ___ | Authority/Client Requirement: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project requirements, contract conditions and authority requirements.",,item,,,,,,,
GENREQ-00039,construction,Mobilization,Monthly Update - Authority Required Mobilization,"Provide monthly update for authority required mobilization, including all labour, documentation, coordination, approvals, meetings, records, reporting and closeout as required by the contract. | Code Ref: 01 00 00 / OmniClass 23-11 | Spec: Scope: ___ | Frequency: ___ | Responsible Party: ___ | Deliverables: ___ | Authority/Client Requirement: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project requirements, contract conditions and authority requirements.",,item,,,,,,,
GENREQ-00040,construction,Mobilization,Monthly Update - Client Required Mobilization,"Provide monthly update for client required mobilization, including all labour, documentation, coordination, approvals, meetings, records, reporting and closeout as required by the contract. | Code Ref: 01 00 00 / OmniClass 23-11 | Spec: Scope: ___ | Frequency: ___ | Responsible Party: ___ | Deliverables: ___ | Authority/Client Requirement: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project requirements, contract conditions and authority requirements.",,item,,,,,,,
GENREQ-00041,construction,Mobilization,Revision - Standard Mobilization,"Provide revision for standard mobilization, including all labour, documentation, coordination, approvals, meetings, records, reporting and closeout as required by the contract. | Code Ref: 01 00 00 / OmniClass 23-11 | Spec: Scope: ___ | Frequency: ___ | Responsible Party: ___ | Deliverables: ___ | Authority/Client Requirement: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project requirements, contract conditions and authority requirements.",,item,,,,,,,
GENREQ-00042,construction,Mobilization,Revision - Enhanced Mobilization,"Provide revision for enhanced mobilization, including all labour, documentation, coordination, approvals, meetings, records, reporting and closeout as required by the contract. | Code Ref: 01 00 00 / OmniClass 23-11 | Spec: Scope: ___ | Frequency: ___ | Responsible Party: ___ | Deliverables: ___ | Authority/Client Requirement: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project requirements, contract conditions and authority requirements.",,item,,,,,,,
GENREQ-00043,construction,Mobilization,Revision - Project-Specific Mobilization,"Provide revision for project-specific mobilization, including all labour, documentation, coordination, approvals, meetings, records, reporting and closeout as required by the contract. | Code Ref: 01 00 00 / OmniClass 23-11 | Spec: Scope: ___ | Frequency: ___ | Responsible Party: ___ | Deliverables: ___ | Authority/Client Requirement: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project requirements, contract conditions and authority requirements.",,item,,,,,,,
GENREQ-00044,construction,Mobilization,Revision - Authority Required Mobilization,"Provide revision for authority required mobilization, including all labour, documentation, coordination, approvals, meetings, records, reporting and closeout as required by the contract. | Code Ref: 01 00 00 / OmniClass 23-11 | Spec: Scope: ___ | Frequency: ___ | Responsible Party: ___ | Deliverables: ___ | Authority/Client Requirement: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project requirements, contract conditions and authority requirements.",,item,,,,,,,
GENREQ-00045,construction,Mobilization,Revision - Client Required Mobilization,"Provide revision for client required mobilization, including all labour, documentation, coordination, approvals, meetings, records, reporting and closeout as required by the contract. | Code Ref: 01 00 00 / OmniClass 23-11 | Spec: Scope: ___ | Frequency: ___ | Responsible Party: ___ | Deliverables: ___ | Authority/Client Requirement: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project requirements, contract conditions and authority requirements.",,item,,,,,,,
GENREQ-00046,construction,Mobilization,Final Submission - Standard Mobilization,"Provide final submission for standard mobilization, including all labour, documentation, coordination, approvals, meetings, records, reporting and closeout as required by the contract. | Code Ref: 01 00 00 / OmniClass 23-11 | Spec: Scope: ___ | Frequency: ___ | Responsible Party: ___ | Deliverables: ___ | Authority/Client Requirement: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project requirements, contract conditions and authority requirements.",,item,,,,,,,
GENREQ-00047,construction,Mobilization,Final Submission - Enhanced Mobilization,"Provide final submission for enhanced mobilization, including all labour, documentation, coordination, approvals, meetings, records, reporting and closeout as required by the contract. | Code Ref: 01 00 00 / OmniClass 23-11 | Spec: Scope: ___ | Frequency: ___ | Responsible Party: ___ | Deliverables: ___ | Authority/Client Requirement: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project requirements, contract conditions and authority requirements.",,item,,,,,,,
GENREQ-00048,construction,Mobilization,Final Submission - Project-Specific Mobilization,"Provide final submission for project-specific mobilization, including all labour, documentation, coordination, approvals, meetings, records, reporting and closeout as required by the contract. | Code Ref: 01 00 00 / OmniClass 23-11 | Spec: Scope: ___ | Frequency: ___ | Responsible Party: ___ | Deliverables: ___ | Authority/Client Requirement: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project requirements, contract conditions and authority requirements.",,item,,,,,,,
GENREQ-00049,construction,Mobilization,Final Submission - Authority Required Mobilization,"Provide final submission for authority required mobilization, including all labour, documentation, coordination, approvals, meetings, records, reporting and closeout as required by the contract. | Code Ref: 01 00 00 / OmniClass 23-11 | Spec: Scope: ___ | Frequency: ___ | Responsible Party: ___ | Deliverables: ___ | Authority/Client Requirement: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project requirements, contract conditions and authority requirements.",,item,,,,,,,
GENREQ-00050,construction,Mobilization,Final Submission - Client Required Mobilization,"Provide final submission for client required mobilization, including all labour, documentation, coordination, approvals, meetings, records, reporting and closeout as required by the contract. | Code Ref: 01 00 00 / OmniClass 23-11 | Spec: Scope: ___ | Frequency: ___ | Responsible Party: ___ | Deliverables: ___ | Authority/Client Requirement: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project requirements, contract conditions and authority requirements.",,item,,,,,,,
GENREQ-00051,construction,Mobilization,Closeout - Standard Mobilization,"Provide closeout for standard mobilization, including all labour, documentation, coordination, approvals, meetings, records, reporting and closeout as required by the contract. | Code Ref: 01 00 00 / OmniClass 23-11 | Spec: Scope: ___ | Frequency: ___ | Responsible Party: ___ | Deliverables: ___ | Authority/Client Requirement: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project requirements, contract conditions and authority requirements.",,item,,,,,,,
GENREQ-00052,construction,Mobilization,Closeout - Enhanced Mobilization,"Provide closeout for enhanced mobilization, including all labour, documentation, coordination, approvals, meetings, records, reporting and closeout as required by the contract. | Code Ref: 01 00 00 / OmniClass 23-11 | Spec: Scope: ___ | Frequency: ___ | Responsible Party: ___ | Deliverables: ___ | Authority/Client Requirement: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project requirements, contract conditions and authority requirements.",,item,,,,,,,
GENREQ-00053,construction,Mobilization,Closeout - Project-Specific Mobilization,"Provide closeout for project-specific mobilization, including all labour, documentation, coordination, approvals, meetings, records, reporting and closeout as required by the contract. | Code Ref: 01 00 00 / OmniClass 23-11 | Spec: Scope: ___ | Frequency: ___ | Responsible Party: ___ | Deliverables: ___ | Authority/Client Requirement: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project requirements, contract conditions and authority requirements.",,item,,,,,,,
GENREQ-00054,construction,Mobilization,Closeout - Authority Required Mobilization,"Provide closeout for authority required mobilization, including all labour, documentation, coordination, approvals, meetings, records, reporting and closeout as required by the contract. | Code Ref: 01 00 00 / OmniClass 23-11 | Spec: Scope: ___ | Frequency: ___ | Responsible Party: ___ | Deliverables: ___ | Authority/Client Requirement: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project requirements, contract conditions and authority requirements.",,item,,,,,,,
GENREQ-00055,construction,Mobilization,Closeout - Client Required Mobilization,"Provide closeout for client required mobilization, including all labour, documentation, coordination, approvals, meetings, records, reporting and closeout as required by the contract. | Code Ref: 01 00 00 / OmniClass 23-11 | Spec: Scope: ___ | Frequency: ___ | Responsible Party: ___ | Deliverables: ___ | Authority/Client Requirement: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project requirements, contract conditions and authority requirements.",,item,,,,,,,
GENREQ-00056,construction,Mobilization,Preparation - Standard Demobilization,"Provide preparation for standard demobilization, including all labour, documentation, coordination, approvals, meetings, records, reporting and closeout as required by the contract. | Code Ref: 01 00 00 / OmniClass 23-11 | Spec: Scope: ___ | Frequency: ___ | Responsible Party: ___ | Deliverables: ___ | Authority/Client Requirement: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project requirements, contract conditions and authority requirements.",,item,,,,,,,
GENREQ-00057,construction,Mobilization,Preparation - Enhanced Demobilization,"Provide preparation for enhanced demobilization, including all labour, documentation, coordination, approvals, meetings, records, reporting and closeout as required by the contract. | Code Ref: 01 00 00 / OmniClass 23-11 | Spec: Scope: ___ | Frequency: ___ | Responsible Party: ___ | Deliverables: ___ | Authority/Client Requirement: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project requirements, contract conditions and authority requirements.",,item,,,,,,,
GENREQ-00058,construction,Mobilization,Preparation - Project-Specific Demobilization,"Provide preparation for project-specific demobilization, including all labour, documentation, coordination, approvals, meetings, records, reporting and closeout as required by the contract. | Code Ref: 01 00 00 / OmniClass 23-11 | Spec: Scope: ___ | Frequency: ___ | Responsible Party: ___ | Deliverables: ___ | Authority/Client Requirement: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project requirements, contract conditions and authority requirements.",,item,,,,,,,
GENREQ-00059,construction,Mobilization,Preparation - Authority Required Demobilization,"Provide preparation for authority required demobilization, including all labour, documentation, coordination, approvals, meetings, records, reporting and closeout as required by the contract. | Code Ref: 01 00 00 / OmniClass 23-11 | Spec: Scope: ___ | Frequency: ___ | Responsible Party: ___ | Deliverables: ___ | Authority/Client Requirement: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project requirements, contract conditions and authority requirements.",,item,,,,,,,
GENREQ-00060,construction,Mobilization,Preparation - Client Required Demobilization,"Provide preparation for client required demobilization, including all labour, documentation, coordination, approvals, meetings, records, reporting and closeout as required by the contract. | Code Ref: 01 00 00 / OmniClass 23-11 | Spec: Scope: ___ | Frequency: ___ | Responsible Party: ___ | Deliverables: ___ | Authority/Client Requirement: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project requirements, contract conditions and authority requirements.",,item,,,,,,,
GENREQ-00061,construction,Mobilization,Submission - Standard Demobilization,"Provide submission for standard demobilization, including all labour, documentation, coordination, approvals, meetings, records, reporting and closeout as required by the contract. | Code Ref: 01 00 00 / OmniClass 23-11 | Spec: Scope: ___ | Frequency: ___ | Responsible Party: ___ | Deliverables: ___ | Authority/Client Requirement: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project requirements, contract conditions and authority requirements.",,item,,,,,,,
GENREQ-00062,construction,Mobilization,Submission - Enhanced Demobilization,"Provide submission for enhanced demobilization, including all labour, documentation, coordination, approvals, meetings, records, reporting and closeout as required by the contract. | Code Ref: 01 00 00 / OmniClass 23-11 | Spec: Scope: ___ | Frequency: ___ | Responsible Party: ___ | Deliverables: ___ | Authority/Client Requirement: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project requirements, contract conditions and authority requirements.",,item,,,,,,,
