itemCode,discipline,category,description,specification,quantity,unit,supplier,cost,margin,sellingRate,manufacturer,brand,model
CLOSE-00024,construction,Asset Identification and QR Tagging,Architectural Laminated Polymer Valve Tag,"Generate, supply, install and verify architectural laminated polymer valve tag, including unique ID, durable printing or engraving, database linkage, scan test and as-installed register update. | Code Ref: 01 78 39 / OmniClass 23-11 31 23 | Spec: Asset ID: ___ | Tag Type: ___ | Material: ___ | Size: ___ | Data/URL Encoded: ___ | Fixing Method: ___ | Environmental Rating: ___ | Linked Register: ___ | Remarks: Pattern-based closeout item; verify contract requirements, authority conditions, asset data standard, warranty terms and client handover procedure.",,no.,,,,,,,
CLOSE-00025,construction,Asset Identification and QR Tagging,Architectural Outdoor UV-Resistant Barcode Asset Label,"Generate, supply, install and verify architectural outdoor uv-resistant barcode asset label, including unique ID, durable printing or engraving, database linkage, scan test and as-installed register update. | Code Ref: 01 78 39 / OmniClass 23-11 31 23 | Spec: Asset ID: ___ | Tag Type: ___ | Material: ___ | Size: ___ | Data/URL Encoded: ___ | Fixing Method: ___ | Environmental Rating: ___ | Linked Register: ___ | Remarks: Pattern-based closeout item; verify contract requirements, authority conditions, asset data standard, warranty terms and client handover procedure.",,no.,,,,,,,
CLOSE-00026,construction,Asset Identification and QR Tagging,Architectural Outdoor UV-Resistant Engraved Asset Plate,"Generate, supply, install and verify architectural outdoor uv-resistant engraved asset plate, including unique ID, durable printing or engraving, database linkage, scan test and as-installed register update. | Code Ref: 01 78 39 / OmniClass 23-11 31 23 | Spec: Asset ID: ___ | Tag Type: ___ | Material: ___ | Size: ___ | Data/URL Encoded: ___ | Fixing Method: ___ | Environmental Rating: ___ | Linked Register: ___ | Remarks: Pattern-based closeout item; verify contract requirements, authority conditions, asset data standard, warranty terms and client handover procedure.",,no.,,,,,,,
CLOSE-00027,construction,Asset Identification and QR Tagging,Architectural Outdoor UV-Resistant NFC Asset Tag,"Generate, supply, install and verify architectural outdoor uv-resistant nfc asset tag, including unique ID, durable printing or engraving, database linkage, scan test and as-installed register update. | Code Ref: 01 78 39 / OmniClass 23-11 31 23 | Spec: Asset ID: ___ | Tag Type: ___ | Material: ___ | Size: ___ | Data/URL Encoded: ___ | Fixing Method: ___ | Environmental Rating: ___ | Linked Register: ___ | Remarks: Pattern-based closeout item; verify contract requirements, authority conditions, asset data standard, warranty terms and client handover procedure.",,no.,,,,,,,
CLOSE-00028,construction,Asset Identification and QR Tagging,Architectural Outdoor UV-Resistant Panel Label,"Generate, supply, install and verify architectural outdoor uv-resistant panel label, including unique ID, durable printing or engraving, database linkage, scan test and as-installed register update. | Code Ref: 01 78 39 / OmniClass 23-11 31 23 | Spec: Asset ID: ___ | Tag Type: ___ | Material: ___ | Size: ___ | Data/URL Encoded: ___ | Fixing Method: ___ | Environmental Rating: ___ | Linked Register: ___ | Remarks: Pattern-based closeout item; verify contract requirements, authority conditions, asset data standard, warranty terms and client handover procedure.",,no.,,,,,,,
CLOSE-00029,construction,Asset Identification and QR Tagging,Architectural Outdoor UV-Resistant QR Asset Label,"Generate, supply, install and verify architectural outdoor uv-resistant qr asset label, including unique ID, durable printing or engraving, database linkage, scan test and as-installed register update. | Code Ref: 01 78 39 / OmniClass 23-11 31 23 | Spec: Asset ID: ___ | Tag Type: ___ | Material: ___ | Size: ___ | Data/URL Encoded: ___ | Fixing Method: ___ | Environmental Rating: ___ | Linked Register: ___ | Remarks: Pattern-based closeout item; verify contract requirements, authority conditions, asset data standard, warranty terms and client handover procedure.",,no.,,,,,,,
CLOSE-00030,construction,Asset Identification and QR Tagging,Architectural Outdoor UV-Resistant RFID Asset Tag,"Generate, supply, install and verify architectural outdoor uv-resistant rfid asset tag, including unique ID, durable printing or engraving, database linkage, scan test and as-installed register update. | Code Ref: 01 78 39 / OmniClass 23-11 31 23 | Spec: Asset ID: ___ | Tag Type: ___ | Material: ___ | Size: ___ | Data/URL Encoded: ___ | Fixing Method: ___ | Environmental Rating: ___ | Linked Register: ___ | Remarks: Pattern-based closeout item; verify contract requirements, authority conditions, asset data standard, warranty terms and client handover procedure.",,no.,,,,,,,
CLOSE-00031,construction,Asset Identification and QR Tagging,Architectural Outdoor UV-Resistant Room Asset Label,"Generate, supply, install and verify architectural outdoor uv-resistant room asset label, including unique ID, durable printing or engraving, database linkage, scan test and as-installed register update. | Code Ref: 01 78 39 / OmniClass 23-11 31 23 | Spec: Asset ID: ___ | Tag Type: ___ | Material: ___ | Size: ___ | Data/URL Encoded: ___ | Fixing Method: ___ | Environmental Rating: ___ | Linked Register: ___ | Remarks: Pattern-based closeout item; verify contract requirements, authority conditions, asset data standard, warranty terms and client handover procedure.",,no.,,,,,,,
CLOSE-00032,construction,Asset Identification and QR Tagging,Architectural Outdoor UV-Resistant Valve Tag,"Generate, supply, install and verify architectural outdoor uv-resistant valve tag, including unique ID, durable printing or engraving, database linkage, scan test and as-installed register update. | Code Ref: 01 78 39 / OmniClass 23-11 31 23 | Spec: Asset ID: ___ | Tag Type: ___ | Material: ___ | Size: ___ | Data/URL Encoded: ___ | Fixing Method: ___ | Environmental Rating: ___ | Linked Register: ___ | Remarks: Pattern-based closeout item; verify contract requirements, authority conditions, asset data standard, warranty terms and client handover procedure.",,no.,,,,,,,
CLOSE-00033,construction,Asset Identification and QR Tagging,Architectural Stainless Steel Barcode Asset Label,"Generate, supply, install and verify architectural stainless steel barcode asset label, including unique ID, durable printing or engraving, database linkage, scan test and as-installed register update. | Code Ref: 01 78 39 / OmniClass 23-11 31 23 | Spec: Asset ID: ___ | Tag Type: ___ | Material: ___ | Size: ___ | Data/URL Encoded: ___ | Fixing Method: ___ | Environmental Rating: ___ | Linked Register: ___ | Remarks: Pattern-based closeout item; verify contract requirements, authority conditions, asset data standard, warranty terms and client handover procedure.",,no.,,,,,,,
CLOSE-00034,construction,Asset Identification and QR Tagging,Architectural Stainless Steel Engraved Asset Plate,"Generate, supply, install and verify architectural stainless steel engraved asset plate, including unique ID, durable printing or engraving, database linkage, scan test and as-installed register update. | Code Ref: 01 78 39 / OmniClass 23-11 31 23 | Spec: Asset ID: ___ | Tag Type: ___ | Material: ___ | Size: ___ | Data/URL Encoded: ___ | Fixing Method: ___ | Environmental Rating: ___ | Linked Register: ___ | Remarks: Pattern-based closeout item; verify contract requirements, authority conditions, asset data standard, warranty terms and client handover procedure.",,no.,,,,,,,
CLOSE-00035,construction,Asset Identification and QR Tagging,Architectural Stainless Steel NFC Asset Tag,"Generate, supply, install and verify architectural stainless steel nfc asset tag, including unique ID, durable printing or engraving, database linkage, scan test and as-installed register update. | Code Ref: 01 78 39 / OmniClass 23-11 31 23 | Spec: Asset ID: ___ | Tag Type: ___ | Material: ___ | Size: ___ | Data/URL Encoded: ___ | Fixing Method: ___ | Environmental Rating: ___ | Linked Register: ___ | Remarks: Pattern-based closeout item; verify contract requirements, authority conditions, asset data standard, warranty terms and client handover procedure.",,no.,,,,,,,
CLOSE-00036,construction,Asset Identification and QR Tagging,Architectural Stainless Steel Panel Label,"Generate, supply, install and verify architectural stainless steel panel label, including unique ID, durable printing or engraving, database linkage, scan test and as-installed register update. | Code Ref: 01 78 39 / OmniClass 23-11 31 23 | Spec: Asset ID: ___ | Tag Type: ___ | Material: ___ | Size: ___ | Data/URL Encoded: ___ | Fixing Method: ___ | Environmental Rating: ___ | Linked Register: ___ | Remarks: Pattern-based closeout item; verify contract requirements, authority conditions, asset data standard, warranty terms and client handover procedure.",,no.,,,,,,,
CLOSE-00037,construction,Asset Identification and QR Tagging,Architectural Stainless Steel QR Asset Label,"Generate, supply, install and verify architectural stainless steel qr asset label, including unique ID, durable printing or engraving, database linkage, scan test and as-installed register update. | Code Ref: 01 78 39 / OmniClass 23-11 31 23 | Spec: Asset ID: ___ | Tag Type: ___ | Material: ___ | Size: ___ | Data/URL Encoded: ___ | Fixing Method: ___ | Environmental Rating: ___ | Linked Register: ___ | Remarks: Pattern-based closeout item; verify contract requirements, authority conditions, asset data standard, warranty terms and client handover procedure.",,no.,,,,,,,
CLOSE-00038,construction,Asset Identification and QR Tagging,Architectural Stainless Steel RFID Asset Tag,"Generate, supply, install and verify architectural stainless steel rfid asset tag, including unique ID, durable printing or engraving, database linkage, scan test and as-installed register update. | Code Ref: 01 78 39 / OmniClass 23-11 31 23 | Spec: Asset ID: ___ | Tag Type: ___ | Material: ___ | Size: ___ | Data/URL Encoded: ___ | Fixing Method: ___ | Environmental Rating: ___ | Linked Register: ___ | Remarks: Pattern-based closeout item; verify contract requirements, authority conditions, asset data standard, warranty terms and client handover procedure.",,no.,,,,,,,
CLOSE-00039,construction,Asset Identification and QR Tagging,Architectural Stainless Steel Room Asset Label,"Generate, supply, install and verify architectural stainless steel room asset label, including unique ID, durable printing or engraving, database linkage, scan test and as-installed register update. | Code Ref: 01 78 39 / OmniClass 23-11 31 23 | Spec: Asset ID: ___ | Tag Type: ___ | Material: ___ | Size: ___ | Data/URL Encoded: ___ | Fixing Method: ___ | Environmental Rating: ___ | Linked Register: ___ | Remarks: Pattern-based closeout item; verify contract requirements, authority conditions, asset data standard, warranty terms and client handover procedure.",,no.,,,,,,,
CLOSE-00040,construction,Asset Identification and QR Tagging,Architectural Stainless Steel Valve Tag,"Generate, supply, install and verify architectural stainless steel valve tag, including unique ID, durable printing or engraving, database linkage, scan test and as-installed register update. | Code Ref: 01 78 39 / OmniClass 23-11 31 23 | Spec: Asset ID: ___ | Tag Type: ___ | Material: ___ | Size: ___ | Data/URL Encoded: ___ | Fixing Method: ___ | Environmental Rating: ___ | Linked Register: ___ | Remarks: Pattern-based closeout item; verify contract requirements, authority conditions, asset data standard, warranty terms and client handover procedure.",,no.,,,,,,,
CLOSE-00041,construction,Asset Identification and QR Tagging,BMS Anodized Aluminium Barcode Asset Label,"Generate, supply, install and verify bms anodized aluminium barcode asset label, including unique ID, durable printing or engraving, database linkage, scan test and as-installed register update. | Code Ref: 01 78 39 / OmniClass 23-11 31 23 | Spec: Asset ID: ___ | Tag Type: ___ | Material: ___ | Size: ___ | Data/URL Encoded: ___ | Fixing Method: ___ | Environmental Rating: ___ | Linked Register: ___ | Remarks: Pattern-based closeout item; verify contract requirements, authority conditions, asset data standard, warranty terms and client handover procedure.",,no.,,,,,,,
CLOSE-00042,construction,Asset Identification and QR Tagging,BMS Anodized Aluminium Engraved Asset Plate,"Generate, supply, install and verify bms anodized aluminium engraved asset plate, including unique ID, durable printing or engraving, database linkage, scan test and as-installed register update. | Code Ref: 01 78 39 / OmniClass 23-11 31 23 | Spec: Asset ID: ___ | Tag Type: ___ | Material: ___ | Size: ___ | Data/URL Encoded: ___ | Fixing Method: ___ | Environmental Rating: ___ | Linked Register: ___ | Remarks: Pattern-based closeout item; verify contract requirements, authority conditions, asset data standard, warranty terms and client handover procedure.",,no.,,,,,,,
CLOSE-00043,construction,Asset Identification and QR Tagging,BMS Anodized Aluminium NFC Asset Tag,"Generate, supply, install and verify bms anodized aluminium nfc asset tag, including unique ID, durable printing or engraving, database linkage, scan test and as-installed register update. | Code Ref: 01 78 39 / OmniClass 23-11 31 23 | Spec: Asset ID: ___ | Tag Type: ___ | Material: ___ | Size: ___ | Data/URL Encoded: ___ | Fixing Method: ___ | Environmental Rating: ___ | Linked Register: ___ | Remarks: Pattern-based closeout item; verify contract requirements, authority conditions, asset data standard, warranty terms and client handover procedure.",,no.,,,,,,,
CLOSE-00044,construction,Asset Identification and QR Tagging,BMS Anodized Aluminium Panel Label,"Generate, supply, install and verify bms anodized aluminium panel label, including unique ID, durable printing or engraving, database linkage, scan test and as-installed register update. | Code Ref: 01 78 39 / OmniClass 23-11 31 23 | Spec: Asset ID: ___ | Tag Type: ___ | Material: ___ | Size: ___ | Data/URL Encoded: ___ | Fixing Method: ___ | Environmental Rating: ___ | Linked Register: ___ | Remarks: Pattern-based closeout item; verify contract requirements, authority conditions, asset data standard, warranty terms and client handover procedure.",,no.,,,,,,,
CLOSE-00045,construction,Asset Identification and QR Tagging,BMS Anodized Aluminium QR Asset Label,"Generate, supply, install and verify bms anodized aluminium qr asset label, including unique ID, durable printing or engraving, database linkage, scan test and as-installed register update. | Code Ref: 01 78 39 / OmniClass 23-11 31 23 | Spec: Asset ID: ___ | Tag Type: ___ | Material: ___ | Size: ___ | Data/URL Encoded: ___ | Fixing Method: ___ | Environmental Rating: ___ | Linked Register: ___ | Remarks: Pattern-based closeout item; verify contract requirements, authority conditions, asset data standard, warranty terms and client handover procedure.",,no.,,,,,,,
CLOSE-00046,construction,Asset Identification and QR Tagging,BMS Anodized Aluminium RFID Asset Tag,"Generate, supply, install and verify bms anodized aluminium rfid asset tag, including unique ID, durable printing or engraving, database linkage, scan test and as-installed register update. | Code Ref: 01 78 39 / OmniClass 23-11 31 23 | Spec: Asset ID: ___ | Tag Type: ___ | Material: ___ | Size: ___ | Data/URL Encoded: ___ | Fixing Method: ___ | Environmental Rating: ___ | Linked Register: ___ | Remarks: Pattern-based closeout item; verify contract requirements, authority conditions, asset data standard, warranty terms and client handover procedure.",,no.,,,,,,,
CLOSE-00047,construction,Asset Identification and QR Tagging,BMS Anodized Aluminium Room Asset Label,"Generate, supply, install and verify bms anodized aluminium room asset label, including unique ID, durable printing or engraving, database linkage, scan test and as-installed register update. | Code Ref: 01 78 39 / OmniClass 23-11 31 23 | Spec: Asset ID: ___ | Tag Type: ___ | Material: ___ | Size: ___ | Data/URL Encoded: ___ | Fixing Method: ___ | Environmental Rating: ___ | Linked Register: ___ | Remarks: Pattern-based closeout item; verify contract requirements, authority conditions, asset data standard, warranty terms and client handover procedure.",,no.,,,,,,,
CLOSE-00048,construction,Asset Identification and QR Tagging,BMS Anodized Aluminium Valve Tag,"Generate, supply, install and verify bms anodized aluminium valve tag, including unique ID, durable printing or engraving, database linkage, scan test and as-installed register update. | Code Ref: 01 78 39 / OmniClass 23-11 31 23 | Spec: Asset ID: ___ | Tag Type: ___ | Material: ___ | Size: ___ | Data/URL Encoded: ___ | Fixing Method: ___ | Environmental Rating: ___ | Linked Register: ___ | Remarks: Pattern-based closeout item; verify contract requirements, authority conditions, asset data standard, warranty terms and client handover procedure.",,no.,,,,,,,
CLOSE-00049,construction,Asset Identification and QR Tagging,BMS Engraved Acrylic Barcode Asset Label,"Generate, supply, install and verify bms engraved acrylic barcode asset label, including unique ID, durable printing or engraving, database linkage, scan test and as-installed register update. | Code Ref: 01 78 39 / OmniClass 23-11 31 23 | Spec: Asset ID: ___ | Tag Type: ___ | Material: ___ | Size: ___ | Data/URL Encoded: ___ | Fixing Method: ___ | Environmental Rating: ___ | Linked Register: ___ | Remarks: Pattern-based closeout item; verify contract requirements, authority conditions, asset data standard, warranty terms and client handover procedure.",,no.,,,,,,,
