itemCode,discipline,category,description,specification,quantity,unit,supplier,cost,margin,sellingRate,manufacturer,brand,model
CIVIL-00011,construction,Earthworks / Excavation,Excavation in Common soil – 0.5–1.0 m – Open area,"Excavate to required lines, levels and dimensions, including trimming, temporary support, loading, haulage within site, and disposal or stockpiling as directed. | Code Ref: 31 23 00 / 31 23 16 | Spec: Material: ___ | Depth Band: ___ | Excavation Method: ___ | Disposal Requirement: ___ | Standard: ___ | Remarks: Pattern-based template; verify project classification and authority requirements.",,m³,,,,,,,
CIVIL-00012,construction,Earthworks / Excavation,Excavation in Common soil – 0.5–1.0 m – Road reserve,"Excavate to required lines, levels and dimensions, including trimming, temporary support, loading, haulage within site, and disposal or stockpiling as directed. | Code Ref: 31 23 00 / 31 23 16 | Spec: Material: ___ | Depth Band: ___ | Excavation Method: ___ | Disposal Requirement: ___ | Standard: ___ | Remarks: Pattern-based template; verify project classification and authority requirements.",,m³,,,,,,,
CIVIL-00013,construction,Earthworks / Excavation,Excavation in Common soil – 0.5–1.0 m – Footpath,"Excavate to required lines, levels and dimensions, including trimming, temporary support, loading, haulage within site, and disposal or stockpiling as directed. | Code Ref: 31 23 00 / 31 23 16 | Spec: Material: ___ | Depth Band: ___ | Excavation Method: ___ | Disposal Requirement: ___ | Standard: ___ | Remarks: Pattern-based template; verify project classification and authority requirements.",,m³,,,,,,,
CIVIL-00014,construction,Earthworks / Excavation,Excavation in Common soil – 0.5–1.0 m – Landscape area,"Excavate to required lines, levels and dimensions, including trimming, temporary support, loading, haulage within site, and disposal or stockpiling as directed. | Code Ref: 31 23 00 / 31 23 16 | Spec: Material: ___ | Depth Band: ___ | Excavation Method: ___ | Disposal Requirement: ___ | Standard: ___ | Remarks: Pattern-based template; verify project classification and authority requirements.",,m³,,,,,,,
CIVIL-00015,construction,Earthworks / Excavation,Excavation in Common soil – 0.5–1.0 m – Restricted access area,"Excavate to required lines, levels and dimensions, including trimming, temporary support, loading, haulage within site, and disposal or stockpiling as directed. | Code Ref: 31 23 00 / 31 23 16 | Spec: Material: ___ | Depth Band: ___ | Excavation Method: ___ | Disposal Requirement: ___ | Standard: ___ | Remarks: Pattern-based template; verify project classification and authority requirements.",,m³,,,,,,,
CIVIL-00016,construction,Earthworks / Excavation,Excavation in Common soil – 0.5–1.0 m – Basement perimeter,"Excavate to required lines, levels and dimensions, including trimming, temporary support, loading, haulage within site, and disposal or stockpiling as directed. | Code Ref: 31 23 00 / 31 23 16 | Spec: Material: ___ | Depth Band: ___ | Excavation Method: ___ | Disposal Requirement: ___ | Standard: ___ | Remarks: Pattern-based template; verify project classification and authority requirements.",,m³,,,,,,,
CIVIL-00017,construction,Earthworks / Excavation,Excavation in Common soil – 0.5–1.0 m – Utility corridor,"Excavate to required lines, levels and dimensions, including trimming, temporary support, loading, haulage within site, and disposal or stockpiling as directed. | Code Ref: 31 23 00 / 31 23 16 | Spec: Material: ___ | Depth Band: ___ | Excavation Method: ___ | Disposal Requirement: ___ | Standard: ___ | Remarks: Pattern-based template; verify project classification and authority requirements.",,m³,,,,,,,
CIVIL-00018,construction,Earthworks / Excavation,Excavation in Common soil – 0.5–1.0 m – Live carriageway,"Excavate to required lines, levels and dimensions, including trimming, temporary support, loading, haulage within site, and disposal or stockpiling as directed. | Code Ref: 31 23 00 / 31 23 16 | Spec: Material: ___ | Depth Band: ___ | Excavation Method: ___ | Disposal Requirement: ___ | Standard: ___ | Remarks: Pattern-based template; verify project classification and authority requirements.",,m³,,,,,,,
CIVIL-00019,construction,Earthworks / Excavation,Excavation in Common soil – 0.5–1.0 m – Median,"Excavate to required lines, levels and dimensions, including trimming, temporary support, loading, haulage within site, and disposal or stockpiling as directed. | Code Ref: 31 23 00 / 31 23 16 | Spec: Material: ___ | Depth Band: ___ | Excavation Method: ___ | Disposal Requirement: ___ | Standard: ___ | Remarks: Pattern-based template; verify project classification and authority requirements.",,m³,,,,,,,
CIVIL-00020,construction,Earthworks / Excavation,Excavation in Common soil – 0.5–1.0 m – Plot boundary,"Excavate to required lines, levels and dimensions, including trimming, temporary support, loading, haulage within site, and disposal or stockpiling as directed. | Code Ref: 31 23 00 / 31 23 16 | Spec: Material: ___ | Depth Band: ___ | Excavation Method: ___ | Disposal Requirement: ___ | Standard: ___ | Remarks: Pattern-based template; verify project classification and authority requirements.",,m³,,,,,,,
CIVIL-00021,construction,Earthworks / Excavation,Excavation in Common soil – 1.0–1.5 m – Open area,"Excavate to required lines, levels and dimensions, including trimming, temporary support, loading, haulage within site, and disposal or stockpiling as directed. | Code Ref: 31 23 00 / 31 23 16 | Spec: Material: ___ | Depth Band: ___ | Excavation Method: ___ | Disposal Requirement: ___ | Standard: ___ | Remarks: Pattern-based template; verify project classification and authority requirements.",,m³,,,,,,,
CIVIL-00022,construction,Earthworks / Excavation,Excavation in Common soil – 1.0–1.5 m – Road reserve,"Excavate to required lines, levels and dimensions, including trimming, temporary support, loading, haulage within site, and disposal or stockpiling as directed. | Code Ref: 31 23 00 / 31 23 16 | Spec: Material: ___ | Depth Band: ___ | Excavation Method: ___ | Disposal Requirement: ___ | Standard: ___ | Remarks: Pattern-based template; verify project classification and authority requirements.",,m³,,,,,,,
CIVIL-00023,construction,Earthworks / Excavation,Excavation in Common soil – 1.0–1.5 m – Footpath,"Excavate to required lines, levels and dimensions, including trimming, temporary support, loading, haulage within site, and disposal or stockpiling as directed. | Code Ref: 31 23 00 / 31 23 16 | Spec: Material: ___ | Depth Band: ___ | Excavation Method: ___ | Disposal Requirement: ___ | Standard: ___ | Remarks: Pattern-based template; verify project classification and authority requirements.",,m³,,,,,,,
CIVIL-00024,construction,Earthworks / Excavation,Excavation in Common soil – 1.0–1.5 m – Landscape area,"Excavate to required lines, levels and dimensions, including trimming, temporary support, loading, haulage within site, and disposal or stockpiling as directed. | Code Ref: 31 23 00 / 31 23 16 | Spec: Material: ___ | Depth Band: ___ | Excavation Method: ___ | Disposal Requirement: ___ | Standard: ___ | Remarks: Pattern-based template; verify project classification and authority requirements.",,m³,,,,,,,
CIVIL-00025,construction,Earthworks / Excavation,Excavation in Common soil – 1.0–1.5 m – Restricted access area,"Excavate to required lines, levels and dimensions, including trimming, temporary support, loading, haulage within site, and disposal or stockpiling as directed. | Code Ref: 31 23 00 / 31 23 16 | Spec: Material: ___ | Depth Band: ___ | Excavation Method: ___ | Disposal Requirement: ___ | Standard: ___ | Remarks: Pattern-based template; verify project classification and authority requirements.",,m³,,,,,,,
CIVIL-00026,construction,Earthworks / Excavation,Excavation in Common soil – 1.0–1.5 m – Basement perimeter,"Excavate to required lines, levels and dimensions, including trimming, temporary support, loading, haulage within site, and disposal or stockpiling as directed. | Code Ref: 31 23 00 / 31 23 16 | Spec: Material: ___ | Depth Band: ___ | Excavation Method: ___ | Disposal Requirement: ___ | Standard: ___ | Remarks: Pattern-based template; verify project classification and authority requirements.",,m³,,,,,,,
CIVIL-00027,construction,Earthworks / Excavation,Excavation in Common soil – 1.0–1.5 m – Utility corridor,"Excavate to required lines, levels and dimensions, including trimming, temporary support, loading, haulage within site, and disposal or stockpiling as directed. | Code Ref: 31 23 00 / 31 23 16 | Spec: Material: ___ | Depth Band: ___ | Excavation Method: ___ | Disposal Requirement: ___ | Standard: ___ | Remarks: Pattern-based template; verify project classification and authority requirements.",,m³,,,,,,,
CIVIL-00028,construction,Earthworks / Excavation,Excavation in Common soil – 1.0–1.5 m – Live carriageway,"Excavate to required lines, levels and dimensions, including trimming, temporary support, loading, haulage within site, and disposal or stockpiling as directed. | Code Ref: 31 23 00 / 31 23 16 | Spec: Material: ___ | Depth Band: ___ | Excavation Method: ___ | Disposal Requirement: ___ | Standard: ___ | Remarks: Pattern-based template; verify project classification and authority requirements.",,m³,,,,,,,
CIVIL-00029,construction,Earthworks / Excavation,Excavation in Common soil – 1.0–1.5 m – Median,"Excavate to required lines, levels and dimensions, including trimming, temporary support, loading, haulage within site, and disposal or stockpiling as directed. | Code Ref: 31 23 00 / 31 23 16 | Spec: Material: ___ | Depth Band: ___ | Excavation Method: ___ | Disposal Requirement: ___ | Standard: ___ | Remarks: Pattern-based template; verify project classification and authority requirements.",,m³,,,,,,,
CIVIL-00030,construction,Earthworks / Excavation,Excavation in Common soil – 1.0–1.5 m – Plot boundary,"Excavate to required lines, levels and dimensions, including trimming, temporary support, loading, haulage within site, and disposal or stockpiling as directed. | Code Ref: 31 23 00 / 31 23 16 | Spec: Material: ___ | Depth Band: ___ | Excavation Method: ___ | Disposal Requirement: ___ | Standard: ___ | Remarks: Pattern-based template; verify project classification and authority requirements.",,m³,,,,,,,
CIVIL-00031,construction,Earthworks / Excavation,Excavation in Common soil – 1.5–2.0 m – Open area,"Excavate to required lines, levels and dimensions, including trimming, temporary support, loading, haulage within site, and disposal or stockpiling as directed. | Code Ref: 31 23 00 / 31 23 16 | Spec: Material: ___ | Depth Band: ___ | Excavation Method: ___ | Disposal Requirement: ___ | Standard: ___ | Remarks: Pattern-based template; verify project classification and authority requirements.",,m³,,,,,,,
CIVIL-00032,construction,Earthworks / Excavation,Excavation in Common soil – 1.5–2.0 m – Road reserve,"Excavate to required lines, levels and dimensions, including trimming, temporary support, loading, haulage within site, and disposal or stockpiling as directed. | Code Ref: 31 23 00 / 31 23 16 | Spec: Material: ___ | Depth Band: ___ | Excavation Method: ___ | Disposal Requirement: ___ | Standard: ___ | Remarks: Pattern-based template; verify project classification and authority requirements.",,m³,,,,,,,
CIVIL-00033,construction,Earthworks / Excavation,Excavation in Common soil – 1.5–2.0 m – Footpath,"Excavate to required lines, levels and dimensions, including trimming, temporary support, loading, haulage within site, and disposal or stockpiling as directed. | Code Ref: 31 23 00 / 31 23 16 | Spec: Material: ___ | Depth Band: ___ | Excavation Method: ___ | Disposal Requirement: ___ | Standard: ___ | Remarks: Pattern-based template; verify project classification and authority requirements.",,m³,,,,,,,
CIVIL-00034,construction,Earthworks / Excavation,Excavation in Common soil – 1.5–2.0 m – Landscape area,"Excavate to required lines, levels and dimensions, including trimming, temporary support, loading, haulage within site, and disposal or stockpiling as directed. | Code Ref: 31 23 00 / 31 23 16 | Spec: Material: ___ | Depth Band: ___ | Excavation Method: ___ | Disposal Requirement: ___ | Standard: ___ | Remarks: Pattern-based template; verify project classification and authority requirements.",,m³,,,,,,,
CIVIL-00035,construction,Earthworks / Excavation,Excavation in Common soil – 1.5–2.0 m – Restricted access area,"Excavate to required lines, levels and dimensions, including trimming, temporary support, loading, haulage within site, and disposal or stockpiling as directed. | Code Ref: 31 23 00 / 31 23 16 | Spec: Material: ___ | Depth Band: ___ | Excavation Method: ___ | Disposal Requirement: ___ | Standard: ___ | Remarks: Pattern-based template; verify project classification and authority requirements.",,m³,,,,,,,
CIVIL-00036,construction,Earthworks / Excavation,Excavation in Common soil – 1.5–2.0 m – Basement perimeter,"Excavate to required lines, levels and dimensions, including trimming, temporary support, loading, haulage within site, and disposal or stockpiling as directed. | Code Ref: 31 23 00 / 31 23 16 | Spec: Material: ___ | Depth Band: ___ | Excavation Method: ___ | Disposal Requirement: ___ | Standard: ___ | Remarks: Pattern-based template; verify project classification and authority requirements.",,m³,,,,,,,
CIVIL-00037,construction,Earthworks / Excavation,Excavation in Common soil – 1.5–2.0 m – Utility corridor,"Excavate to required lines, levels and dimensions, including trimming, temporary support, loading, haulage within site, and disposal or stockpiling as directed. | Code Ref: 31 23 00 / 31 23 16 | Spec: Material: ___ | Depth Band: ___ | Excavation Method: ___ | Disposal Requirement: ___ | Standard: ___ | Remarks: Pattern-based template; verify project classification and authority requirements.",,m³,,,,,,,
CIVIL-00038,construction,Earthworks / Excavation,Excavation in Common soil – 1.5–2.0 m – Live carriageway,"Excavate to required lines, levels and dimensions, including trimming, temporary support, loading, haulage within site, and disposal or stockpiling as directed. | Code Ref: 31 23 00 / 31 23 16 | Spec: Material: ___ | Depth Band: ___ | Excavation Method: ___ | Disposal Requirement: ___ | Standard: ___ | Remarks: Pattern-based template; verify project classification and authority requirements.",,m³,,,,,,,
CIVIL-00039,construction,Earthworks / Excavation,Excavation in Common soil – 1.5–2.0 m – Median,"Excavate to required lines, levels and dimensions, including trimming, temporary support, loading, haulage within site, and disposal or stockpiling as directed. | Code Ref: 31 23 00 / 31 23 16 | Spec: Material: ___ | Depth Band: ___ | Excavation Method: ___ | Disposal Requirement: ___ | Standard: ___ | Remarks: Pattern-based template; verify project classification and authority requirements.",,m³,,,,,,,
CIVIL-00040,construction,Earthworks / Excavation,Excavation in Common soil – 1.5–2.0 m – Plot boundary,"Excavate to required lines, levels and dimensions, including trimming, temporary support, loading, haulage within site, and disposal or stockpiling as directed. | Code Ref: 31 23 00 / 31 23 16 | Spec: Material: ___ | Depth Band: ___ | Excavation Method: ___ | Disposal Requirement: ___ | Standard: ___ | Remarks: Pattern-based template; verify project classification and authority requirements.",,m³,,,,,,,
CIVIL-00041,construction,Earthworks / Excavation,Excavation in Common soil – 2.0–3.0 m – Open area,"Excavate to required lines, levels and dimensions, including trimming, temporary support, loading, haulage within site, and disposal or stockpiling as directed. | Code Ref: 31 23 00 / 31 23 16 | Spec: Material: ___ | Depth Band: ___ | Excavation Method: ___ | Disposal Requirement: ___ | Standard: ___ | Remarks: Pattern-based template; verify project classification and authority requirements.",,m³,,,,,,,
CIVIL-00042,construction,Earthworks / Excavation,Excavation in Common soil – 2.0–3.0 m – Road reserve,"Excavate to required lines, levels and dimensions, including trimming, temporary support, loading, haulage within site, and disposal or stockpiling as directed. | Code Ref: 31 23 00 / 31 23 16 | Spec: Material: ___ | Depth Band: ___ | Excavation Method: ___ | Disposal Requirement: ___ | Standard: ___ | Remarks: Pattern-based template; verify project classification and authority requirements.",,m³,,,,,,,
CIVIL-00043,construction,Earthworks / Excavation,Excavation in Common soil – 2.0–3.0 m – Footpath,"Excavate to required lines, levels and dimensions, including trimming, temporary support, loading, haulage within site, and disposal or stockpiling as directed. | Code Ref: 31 23 00 / 31 23 16 | Spec: Material: ___ | Depth Band: ___ | Excavation Method: ___ | Disposal Requirement: ___ | Standard: ___ | Remarks: Pattern-based template; verify project classification and authority requirements.",,m³,,,,,,,
CIVIL-00044,construction,Earthworks / Excavation,Excavation in Common soil – 2.0–3.0 m – Landscape area,"Excavate to required lines, levels and dimensions, including trimming, temporary support, loading, haulage within site, and disposal or stockpiling as directed. | Code Ref: 31 23 00 / 31 23 16 | Spec: Material: ___ | Depth Band: ___ | Excavation Method: ___ | Disposal Requirement: ___ | Standard: ___ | Remarks: Pattern-based template; verify project classification and authority requirements.",,m³,,,,,,,
CIVIL-00045,construction,Earthworks / Excavation,Excavation in Common soil – 2.0–3.0 m – Restricted access area,"Excavate to required lines, levels and dimensions, including trimming, temporary support, loading, haulage within site, and disposal or stockpiling as directed. | Code Ref: 31 23 00 / 31 23 16 | Spec: Material: ___ | Depth Band: ___ | Excavation Method: ___ | Disposal Requirement: ___ | Standard: ___ | Remarks: Pattern-based template; verify project classification and authority requirements.",,m³,,,,,,,
CIVIL-00046,construction,Earthworks / Excavation,Excavation in Common soil – 2.0–3.0 m – Basement perimeter,"Excavate to required lines, levels and dimensions, including trimming, temporary support, loading, haulage within site, and disposal or stockpiling as directed. | Code Ref: 31 23 00 / 31 23 16 | Spec: Material: ___ | Depth Band: ___ | Excavation Method: ___ | Disposal Requirement: ___ | Standard: ___ | Remarks: Pattern-based template; verify project classification and authority requirements.",,m³,,,,,,,
CIVIL-00047,construction,Earthworks / Excavation,Excavation in Common soil – 2.0–3.0 m – Utility corridor,"Excavate to required lines, levels and dimensions, including trimming, temporary support, loading, haulage within site, and disposal or stockpiling as directed. | Code Ref: 31 23 00 / 31 23 16 | Spec: Material: ___ | Depth Band: ___ | Excavation Method: ___ | Disposal Requirement: ___ | Standard: ___ | Remarks: Pattern-based template; verify project classification and authority requirements.",,m³,,,,,,,
CIVIL-00048,construction,Earthworks / Excavation,Excavation in Common soil – 2.0–3.0 m – Live carriageway,"Excavate to required lines, levels and dimensions, including trimming, temporary support, loading, haulage within site, and disposal or stockpiling as directed. | Code Ref: 31 23 00 / 31 23 16 | Spec: Material: ___ | Depth Band: ___ | Excavation Method: ___ | Disposal Requirement: ___ | Standard: ___ | Remarks: Pattern-based template; verify project classification and authority requirements.",,m³,,,,,,,
CIVIL-00049,construction,Earthworks / Excavation,Excavation in Common soil – 2.0–3.0 m – Median,"Excavate to required lines, levels and dimensions, including trimming, temporary support, loading, haulage within site, and disposal or stockpiling as directed. | Code Ref: 31 23 00 / 31 23 16 | Spec: Material: ___ | Depth Band: ___ | Excavation Method: ___ | Disposal Requirement: ___ | Standard: ___ | Remarks: Pattern-based template; verify project classification and authority requirements.",,m³,,,,,,,
CIVIL-00050,construction,Earthworks / Excavation,Excavation in Common soil – 2.0–3.0 m – Plot boundary,"Excavate to required lines, levels and dimensions, including trimming, temporary support, loading, haulage within site, and disposal or stockpiling as directed. | Code Ref: 31 23 00 / 31 23 16 | Spec: Material: ___ | Depth Band: ___ | Excavation Method: ___ | Disposal Requirement: ___ | Standard: ___ | Remarks: Pattern-based template; verify project classification and authority requirements.",,m³,,,,,,,
CIVIL-00051,construction,Earthworks / Excavation,Excavation in Common soil – 3.0–4.0 m – Open area,"Excavate to required lines, levels and dimensions, including trimming, temporary support, loading, haulage within site, and disposal or stockpiling as directed. | Code Ref: 31 23 00 / 31 23 16 | Spec: Material: ___ | Depth Band: ___ | Excavation Method: ___ | Disposal Requirement: ___ | Standard: ___ | Remarks: Pattern-based template; verify project classification and authority requirements.",,m³,,,,,,,
CIVIL-00052,construction,Earthworks / Excavation,Excavation in Common soil – 3.0–4.0 m – Road reserve,"Excavate to required lines, levels and dimensions, including trimming, temporary support, loading, haulage within site, and disposal or stockpiling as directed. | Code Ref: 31 23 00 / 31 23 16 | Spec: Material: ___ | Depth Band: ___ | Excavation Method: ___ | Disposal Requirement: ___ | Standard: ___ | Remarks: Pattern-based template; verify project classification and authority requirements.",,m³,,,,,,,
CIVIL-00053,construction,Earthworks / Excavation,Excavation in Common soil – 3.0–4.0 m – Footpath,"Excavate to required lines, levels and dimensions, including trimming, temporary support, loading, haulage within site, and disposal or stockpiling as directed. | Code Ref: 31 23 00 / 31 23 16 | Spec: Material: ___ | Depth Band: ___ | Excavation Method: ___ | Disposal Requirement: ___ | Standard: ___ | Remarks: Pattern-based template; verify project classification and authority requirements.",,m³,,,,,,,
CIVIL-00054,construction,Earthworks / Excavation,Excavation in Common soil – 3.0–4.0 m – Landscape area,"Excavate to required lines, levels and dimensions, including trimming, temporary support, loading, haulage within site, and disposal or stockpiling as directed. | Code Ref: 31 23 00 / 31 23 16 | Spec: Material: ___ | Depth Band: ___ | Excavation Method: ___ | Disposal Requirement: ___ | Standard: ___ | Remarks: Pattern-based template; verify project classification and authority requirements.",,m³,,,,,,,
CIVIL-00055,construction,Earthworks / Excavation,Excavation in Common soil – 3.0–4.0 m – Restricted access area,"Excavate to required lines, levels and dimensions, including trimming, temporary support, loading, haulage within site, and disposal or stockpiling as directed. | Code Ref: 31 23 00 / 31 23 16 | Spec: Material: ___ | Depth Band: ___ | Excavation Method: ___ | Disposal Requirement: ___ | Standard: ___ | Remarks: Pattern-based template; verify project classification and authority requirements.",,m³,,,,,,,
CIVIL-00056,construction,Earthworks / Excavation,Excavation in Common soil – 3.0–4.0 m – Basement perimeter,"Excavate to required lines, levels and dimensions, including trimming, temporary support, loading, haulage within site, and disposal or stockpiling as directed. | Code Ref: 31 23 00 / 31 23 16 | Spec: Material: ___ | Depth Band: ___ | Excavation Method: ___ | Disposal Requirement: ___ | Standard: ___ | Remarks: Pattern-based template; verify project classification and authority requirements.",,m³,,,,,,,
CIVIL-00057,construction,Earthworks / Excavation,Excavation in Common soil – 3.0–4.0 m – Utility corridor,"Excavate to required lines, levels and dimensions, including trimming, temporary support, loading, haulage within site, and disposal or stockpiling as directed. | Code Ref: 31 23 00 / 31 23 16 | Spec: Material: ___ | Depth Band: ___ | Excavation Method: ___ | Disposal Requirement: ___ | Standard: ___ | Remarks: Pattern-based template; verify project classification and authority requirements.",,m³,,,,,,,
CIVIL-00058,construction,Earthworks / Excavation,Excavation in Common soil – 3.0–4.0 m – Live carriageway,"Excavate to required lines, levels and dimensions, including trimming, temporary support, loading, haulage within site, and disposal or stockpiling as directed. | Code Ref: 31 23 00 / 31 23 16 | Spec: Material: ___ | Depth Band: ___ | Excavation Method: ___ | Disposal Requirement: ___ | Standard: ___ | Remarks: Pattern-based template; verify project classification and authority requirements.",,m³,,,,,,,
CIVIL-00059,construction,Earthworks / Excavation,Excavation in Common soil – 3.0–4.0 m – Median,"Excavate to required lines, levels and dimensions, including trimming, temporary support, loading, haulage within site, and disposal or stockpiling as directed. | Code Ref: 31 23 00 / 31 23 16 | Spec: Material: ___ | Depth Band: ___ | Excavation Method: ___ | Disposal Requirement: ___ | Standard: ___ | Remarks: Pattern-based template; verify project classification and authority requirements.",,m³,,,,,,,
CIVIL-00060,construction,Earthworks / Excavation,Excavation in Common soil – 3.0–4.0 m – Plot boundary,"Excavate to required lines, levels and dimensions, including trimming, temporary support, loading, haulage within site, and disposal or stockpiling as directed. | Code Ref: 31 23 00 / 31 23 16 | Spec: Material: ___ | Depth Band: ___ | Excavation Method: ___ | Disposal Requirement: ___ | Standard: ___ | Remarks: Pattern-based template; verify project classification and authority requirements.",,m³,,,,,,,
CIVIL-00061,construction,Earthworks / Excavation,Excavation in Common soil – 4.0–6.0 m – Open area,"Excavate to required lines, levels and dimensions, including trimming, temporary support, loading, haulage within site, and disposal or stockpiling as directed. | Code Ref: 31 23 00 / 31 23 16 | Spec: Material: ___ | Depth Band: ___ | Excavation Method: ___ | Disposal Requirement: ___ | Standard: ___ | Remarks: Pattern-based template; verify project classification and authority requirements.",,m³,,,,,,,
CIVIL-00062,construction,Earthworks / Excavation,Excavation in Common soil – 4.0–6.0 m – Road reserve,"Excavate to required lines, levels and dimensions, including trimming, temporary support, loading, haulage within site, and disposal or stockpiling as directed. | Code Ref: 31 23 00 / 31 23 16 | Spec: Material: ___ | Depth Band: ___ | Excavation Method: ___ | Disposal Requirement: ___ | Standard: ___ | Remarks: Pattern-based template; verify project classification and authority requirements.",,m³,,,,,,,
CIVIL-00063,construction,Earthworks / Excavation,Excavation in Common soil – 4.0–6.0 m – Footpath,"Excavate to required lines, levels and dimensions, including trimming, temporary support, loading, haulage within site, and disposal or stockpiling as directed. | Code Ref: 31 23 00 / 31 23 16 | Spec: Material: ___ | Depth Band: ___ | Excavation Method: ___ | Disposal Requirement: ___ | Standard: ___ | Remarks: Pattern-based template; verify project classification and authority requirements.",,m³,,,,,,,
CIVIL-00064,construction,Earthworks / Excavation,Excavation in Common soil – 4.0–6.0 m – Landscape area,"Excavate to required lines, levels and dimensions, including trimming, temporary support, loading, haulage within site, and disposal or stockpiling as directed. | Code Ref: 31 23 00 / 31 23 16 | Spec: Material: ___ | Depth Band: ___ | Excavation Method: ___ | Disposal Requirement: ___ | Standard: ___ | Remarks: Pattern-based template; verify project classification and authority requirements.",,m³,,,,,,,
CIVIL-00065,construction,Earthworks / Excavation,Excavation in Common soil – 4.0–6.0 m – Restricted access area,"Excavate to required lines, levels and dimensions, including trimming, temporary support, loading, haulage within site, and disposal or stockpiling as directed. | Code Ref: 31 23 00 / 31 23 16 | Spec: Material: ___ | Depth Band: ___ | Excavation Method: ___ | Disposal Requirement: ___ | Standard: ___ | Remarks: Pattern-based template; verify project classification and authority requirements.",,m³,,,,,,,
