itemCode,discipline,category,description,specification,quantity,unit,supplier,cost,margin,sellingRate,manufacturer,brand,model
LAND-00011,landscaping,Artificial Turf,Landscape Artificial Turf - 35 mm Pile,"Supply and install 35 mm pile landscape artificial turf, including prepared base, shock pad where required, seams, adhesive, infill, edging and brushing. | Code Ref: 32 18 13 / OmniClass 23-13 23 19 | Spec: Turf Type: ___ | Pile Height: ___ | Yarn Material: ___ | Density/Stitch Rate: ___ | Infill: ___ | Shock Pad: ___ | UV Rating: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project classification, local authority requirements, horticultural suitability, manufacturer data and consultant requirements.",,m²,,,,,,,
LAND-00012,landscaping,Artificial Turf,Landscape Artificial Turf - 40 mm Pile,"Supply and install 40 mm pile landscape artificial turf, including prepared base, shock pad where required, seams, adhesive, infill, edging and brushing. | Code Ref: 32 18 13 / OmniClass 23-13 23 19 | Spec: Turf Type: ___ | Pile Height: ___ | Yarn Material: ___ | Density/Stitch Rate: ___ | Infill: ___ | Shock Pad: ___ | UV Rating: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project classification, local authority requirements, horticultural suitability, manufacturer data and consultant requirements.",,m²,,,,,,,
LAND-00013,landscaping,Artificial Turf,Landscape Artificial Turf - 50 mm Pile,"Supply and install 50 mm pile landscape artificial turf, including prepared base, shock pad where required, seams, adhesive, infill, edging and brushing. | Code Ref: 32 18 13 / OmniClass 23-13 23 19 | Spec: Turf Type: ___ | Pile Height: ___ | Yarn Material: ___ | Density/Stitch Rate: ___ | Infill: ___ | Shock Pad: ___ | UV Rating: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project classification, local authority requirements, horticultural suitability, manufacturer data and consultant requirements.",,m²,,,,,,,
LAND-00014,landscaping,Artificial Turf,Landscape Artificial Turf - 60 mm Pile,"Supply and install 60 mm pile landscape artificial turf, including prepared base, shock pad where required, seams, adhesive, infill, edging and brushing. | Code Ref: 32 18 13 / OmniClass 23-13 23 19 | Spec: Turf Type: ___ | Pile Height: ___ | Yarn Material: ___ | Density/Stitch Rate: ___ | Infill: ___ | Shock Pad: ___ | UV Rating: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project classification, local authority requirements, horticultural suitability, manufacturer data and consultant requirements.",,m²,,,,,,,
LAND-00015,landscaping,Artificial Turf,Pet-Friendly Artificial Turf - 15 mm Pile,"Supply and install 15 mm pile pet-friendly artificial turf, including prepared base, shock pad where required, seams, adhesive, infill, edging and brushing. | Code Ref: 32 18 13 / OmniClass 23-13 23 19 | Spec: Turf Type: ___ | Pile Height: ___ | Yarn Material: ___ | Density/Stitch Rate: ___ | Infill: ___ | Shock Pad: ___ | UV Rating: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project classification, local authority requirements, horticultural suitability, manufacturer data and consultant requirements.",,m²,,,,,,,
LAND-00016,landscaping,Artificial Turf,Pet-Friendly Artificial Turf - 25 mm Pile,"Supply and install 25 mm pile pet-friendly artificial turf, including prepared base, shock pad where required, seams, adhesive, infill, edging and brushing. | Code Ref: 32 18 13 / OmniClass 23-13 23 19 | Spec: Turf Type: ___ | Pile Height: ___ | Yarn Material: ___ | Density/Stitch Rate: ___ | Infill: ___ | Shock Pad: ___ | UV Rating: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project classification, local authority requirements, horticultural suitability, manufacturer data and consultant requirements.",,m²,,,,,,,
LAND-00017,landscaping,Artificial Turf,Pet-Friendly Artificial Turf - 30 mm Pile,"Supply and install 30 mm pile pet-friendly artificial turf, including prepared base, shock pad where required, seams, adhesive, infill, edging and brushing. | Code Ref: 32 18 13 / OmniClass 23-13 23 19 | Spec: Turf Type: ___ | Pile Height: ___ | Yarn Material: ___ | Density/Stitch Rate: ___ | Infill: ___ | Shock Pad: ___ | UV Rating: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project classification, local authority requirements, horticultural suitability, manufacturer data and consultant requirements.",,m²,,,,,,,
LAND-00018,landscaping,Artificial Turf,Pet-Friendly Artificial Turf - 35 mm Pile,"Supply and install 35 mm pile pet-friendly artificial turf, including prepared base, shock pad where required, seams, adhesive, infill, edging and brushing. | Code Ref: 32 18 13 / OmniClass 23-13 23 19 | Spec: Turf Type: ___ | Pile Height: ___ | Yarn Material: ___ | Density/Stitch Rate: ___ | Infill: ___ | Shock Pad: ___ | UV Rating: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project classification, local authority requirements, horticultural suitability, manufacturer data and consultant requirements.",,m²,,,,,,,
LAND-00019,landscaping,Artificial Turf,Pet-Friendly Artificial Turf - 40 mm Pile,"Supply and install 40 mm pile pet-friendly artificial turf, including prepared base, shock pad where required, seams, adhesive, infill, edging and brushing. | Code Ref: 32 18 13 / OmniClass 23-13 23 19 | Spec: Turf Type: ___ | Pile Height: ___ | Yarn Material: ___ | Density/Stitch Rate: ___ | Infill: ___ | Shock Pad: ___ | UV Rating: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project classification, local authority requirements, horticultural suitability, manufacturer data and consultant requirements.",,m²,,,,,,,
LAND-00020,landscaping,Artificial Turf,Pet-Friendly Artificial Turf - 50 mm Pile,"Supply and install 50 mm pile pet-friendly artificial turf, including prepared base, shock pad where required, seams, adhesive, infill, edging and brushing. | Code Ref: 32 18 13 / OmniClass 23-13 23 19 | Spec: Turf Type: ___ | Pile Height: ___ | Yarn Material: ___ | Density/Stitch Rate: ___ | Infill: ___ | Shock Pad: ___ | UV Rating: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project classification, local authority requirements, horticultural suitability, manufacturer data and consultant requirements.",,m²,,,,,,,
LAND-00021,landscaping,Artificial Turf,Pet-Friendly Artificial Turf - 60 mm Pile,"Supply and install 60 mm pile pet-friendly artificial turf, including prepared base, shock pad where required, seams, adhesive, infill, edging and brushing. | Code Ref: 32 18 13 / OmniClass 23-13 23 19 | Spec: Turf Type: ___ | Pile Height: ___ | Yarn Material: ___ | Density/Stitch Rate: ___ | Infill: ___ | Shock Pad: ___ | UV Rating: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project classification, local authority requirements, horticultural suitability, manufacturer data and consultant requirements.",,m²,,,,,,,
LAND-00022,landscaping,Artificial Turf,Playground Artificial Turf - 15 mm Pile,"Supply and install 15 mm pile playground artificial turf, including prepared base, shock pad where required, seams, adhesive, infill, edging and brushing. | Code Ref: 32 18 13 / OmniClass 23-13 23 19 | Spec: Turf Type: ___ | Pile Height: ___ | Yarn Material: ___ | Density/Stitch Rate: ___ | Infill: ___ | Shock Pad: ___ | UV Rating: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project classification, local authority requirements, horticultural suitability, manufacturer data and consultant requirements.",,m²,,,,,,,
LAND-00023,landscaping,Artificial Turf,Playground Artificial Turf - 25 mm Pile,"Supply and install 25 mm pile playground artificial turf, including prepared base, shock pad where required, seams, adhesive, infill, edging and brushing. | Code Ref: 32 18 13 / OmniClass 23-13 23 19 | Spec: Turf Type: ___ | Pile Height: ___ | Yarn Material: ___ | Density/Stitch Rate: ___ | Infill: ___ | Shock Pad: ___ | UV Rating: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project classification, local authority requirements, horticultural suitability, manufacturer data and consultant requirements.",,m²,,,,,,,
LAND-00024,landscaping,Artificial Turf,Playground Artificial Turf - 30 mm Pile,"Supply and install 30 mm pile playground artificial turf, including prepared base, shock pad where required, seams, adhesive, infill, edging and brushing. | Code Ref: 32 18 13 / OmniClass 23-13 23 19 | Spec: Turf Type: ___ | Pile Height: ___ | Yarn Material: ___ | Density/Stitch Rate: ___ | Infill: ___ | Shock Pad: ___ | UV Rating: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project classification, local authority requirements, horticultural suitability, manufacturer data and consultant requirements.",,m²,,,,,,,
LAND-00025,landscaping,Artificial Turf,Playground Artificial Turf - 35 mm Pile,"Supply and install 35 mm pile playground artificial turf, including prepared base, shock pad where required, seams, adhesive, infill, edging and brushing. | Code Ref: 32 18 13 / OmniClass 23-13 23 19 | Spec: Turf Type: ___ | Pile Height: ___ | Yarn Material: ___ | Density/Stitch Rate: ___ | Infill: ___ | Shock Pad: ___ | UV Rating: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project classification, local authority requirements, horticultural suitability, manufacturer data and consultant requirements.",,m²,,,,,,,
LAND-00026,landscaping,Artificial Turf,Playground Artificial Turf - 40 mm Pile,"Supply and install 40 mm pile playground artificial turf, including prepared base, shock pad where required, seams, adhesive, infill, edging and brushing. | Code Ref: 32 18 13 / OmniClass 23-13 23 19 | Spec: Turf Type: ___ | Pile Height: ___ | Yarn Material: ___ | Density/Stitch Rate: ___ | Infill: ___ | Shock Pad: ___ | UV Rating: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project classification, local authority requirements, horticultural suitability, manufacturer data and consultant requirements.",,m²,,,,,,,
LAND-00027,landscaping,Artificial Turf,Playground Artificial Turf - 50 mm Pile,"Supply and install 50 mm pile playground artificial turf, including prepared base, shock pad where required, seams, adhesive, infill, edging and brushing. | Code Ref: 32 18 13 / OmniClass 23-13 23 19 | Spec: Turf Type: ___ | Pile Height: ___ | Yarn Material: ___ | Density/Stitch Rate: ___ | Infill: ___ | Shock Pad: ___ | UV Rating: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project classification, local authority requirements, horticultural suitability, manufacturer data and consultant requirements.",,m²,,,,,,,
LAND-00028,landscaping,Artificial Turf,Playground Artificial Turf - 60 mm Pile,"Supply and install 60 mm pile playground artificial turf, including prepared base, shock pad where required, seams, adhesive, infill, edging and brushing. | Code Ref: 32 18 13 / OmniClass 23-13 23 19 | Spec: Turf Type: ___ | Pile Height: ___ | Yarn Material: ___ | Density/Stitch Rate: ___ | Infill: ___ | Shock Pad: ___ | UV Rating: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project classification, local authority requirements, horticultural suitability, manufacturer data and consultant requirements.",,m²,,,,,,,
LAND-00029,landscaping,Artificial Turf,Putting Green Turf - 15 mm Pile,"Supply and install 15 mm pile putting green turf, including prepared base, shock pad where required, seams, adhesive, infill, edging and brushing. | Code Ref: 32 18 13 / OmniClass 23-13 23 19 | Spec: Turf Type: ___ | Pile Height: ___ | Yarn Material: ___ | Density/Stitch Rate: ___ | Infill: ___ | Shock Pad: ___ | UV Rating: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project classification, local authority requirements, horticultural suitability, manufacturer data and consultant requirements.",,m²,,,,,,,
LAND-00030,landscaping,Artificial Turf,Putting Green Turf - 25 mm Pile,"Supply and install 25 mm pile putting green turf, including prepared base, shock pad where required, seams, adhesive, infill, edging and brushing. | Code Ref: 32 18 13 / OmniClass 23-13 23 19 | Spec: Turf Type: ___ | Pile Height: ___ | Yarn Material: ___ | Density/Stitch Rate: ___ | Infill: ___ | Shock Pad: ___ | UV Rating: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project classification, local authority requirements, horticultural suitability, manufacturer data and consultant requirements.",,m²,,,,,,,
LAND-00031,landscaping,Artificial Turf,Putting Green Turf - 30 mm Pile,"Supply and install 30 mm pile putting green turf, including prepared base, shock pad where required, seams, adhesive, infill, edging and brushing. | Code Ref: 32 18 13 / OmniClass 23-13 23 19 | Spec: Turf Type: ___ | Pile Height: ___ | Yarn Material: ___ | Density/Stitch Rate: ___ | Infill: ___ | Shock Pad: ___ | UV Rating: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project classification, local authority requirements, horticultural suitability, manufacturer data and consultant requirements.",,m²,,,,,,,
LAND-00032,landscaping,Artificial Turf,Putting Green Turf - 35 mm Pile,"Supply and install 35 mm pile putting green turf, including prepared base, shock pad where required, seams, adhesive, infill, edging and brushing. | Code Ref: 32 18 13 / OmniClass 23-13 23 19 | Spec: Turf Type: ___ | Pile Height: ___ | Yarn Material: ___ | Density/Stitch Rate: ___ | Infill: ___ | Shock Pad: ___ | UV Rating: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project classification, local authority requirements, horticultural suitability, manufacturer data and consultant requirements.",,m²,,,,,,,
LAND-00033,landscaping,Artificial Turf,Putting Green Turf - 40 mm Pile,"Supply and install 40 mm pile putting green turf, including prepared base, shock pad where required, seams, adhesive, infill, edging and brushing. | Code Ref: 32 18 13 / OmniClass 23-13 23 19 | Spec: Turf Type: ___ | Pile Height: ___ | Yarn Material: ___ | Density/Stitch Rate: ___ | Infill: ___ | Shock Pad: ___ | UV Rating: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project classification, local authority requirements, horticultural suitability, manufacturer data and consultant requirements.",,m²,,,,,,,
LAND-00034,landscaping,Artificial Turf,Putting Green Turf - 50 mm Pile,"Supply and install 50 mm pile putting green turf, including prepared base, shock pad where required, seams, adhesive, infill, edging and brushing. | Code Ref: 32 18 13 / OmniClass 23-13 23 19 | Spec: Turf Type: ___ | Pile Height: ___ | Yarn Material: ___ | Density/Stitch Rate: ___ | Infill: ___ | Shock Pad: ___ | UV Rating: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project classification, local authority requirements, horticultural suitability, manufacturer data and consultant requirements.",,m²,,,,,,,
LAND-00035,landscaping,Artificial Turf,Putting Green Turf - 60 mm Pile,"Supply and install 60 mm pile putting green turf, including prepared base, shock pad where required, seams, adhesive, infill, edging and brushing. | Code Ref: 32 18 13 / OmniClass 23-13 23 19 | Spec: Turf Type: ___ | Pile Height: ___ | Yarn Material: ___ | Density/Stitch Rate: ___ | Infill: ___ | Shock Pad: ___ | UV Rating: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project classification, local authority requirements, horticultural suitability, manufacturer data and consultant requirements.",,m²,,,,,,,
LAND-00036,landscaping,Artificial Turf,Sports Artificial Turf - 15 mm Pile,"Supply and install 15 mm pile sports artificial turf, including prepared base, shock pad where required, seams, adhesive, infill, edging and brushing. | Code Ref: 32 18 13 / OmniClass 23-13 23 19 | Spec: Turf Type: ___ | Pile Height: ___ | Yarn Material: ___ | Density/Stitch Rate: ___ | Infill: ___ | Shock Pad: ___ | UV Rating: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project classification, local authority requirements, horticultural suitability, manufacturer data and consultant requirements.",,m²,,,,,,,
LAND-00037,landscaping,Artificial Turf,Sports Artificial Turf - 25 mm Pile,"Supply and install 25 mm pile sports artificial turf, including prepared base, shock pad where required, seams, adhesive, infill, edging and brushing. | Code Ref: 32 18 13 / OmniClass 23-13 23 19 | Spec: Turf Type: ___ | Pile Height: ___ | Yarn Material: ___ | Density/Stitch Rate: ___ | Infill: ___ | Shock Pad: ___ | UV Rating: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project classification, local authority requirements, horticultural suitability, manufacturer data and consultant requirements.",,m²,,,,,,,
LAND-00038,landscaping,Artificial Turf,Sports Artificial Turf - 30 mm Pile,"Supply and install 30 mm pile sports artificial turf, including prepared base, shock pad where required, seams, adhesive, infill, edging and brushing. | Code Ref: 32 18 13 / OmniClass 23-13 23 19 | Spec: Turf Type: ___ | Pile Height: ___ | Yarn Material: ___ | Density/Stitch Rate: ___ | Infill: ___ | Shock Pad: ___ | UV Rating: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project classification, local authority requirements, horticultural suitability, manufacturer data and consultant requirements.",,m²,,,,,,,
LAND-00039,landscaping,Artificial Turf,Sports Artificial Turf - 35 mm Pile,"Supply and install 35 mm pile sports artificial turf, including prepared base, shock pad where required, seams, adhesive, infill, edging and brushing. | Code Ref: 32 18 13 / OmniClass 23-13 23 19 | Spec: Turf Type: ___ | Pile Height: ___ | Yarn Material: ___ | Density/Stitch Rate: ___ | Infill: ___ | Shock Pad: ___ | UV Rating: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project classification, local authority requirements, horticultural suitability, manufacturer data and consultant requirements.",,m²,,,,,,,
LAND-00040,landscaping,Artificial Turf,Sports Artificial Turf - 40 mm Pile,"Supply and install 40 mm pile sports artificial turf, including prepared base, shock pad where required, seams, adhesive, infill, edging and brushing. | Code Ref: 32 18 13 / OmniClass 23-13 23 19 | Spec: Turf Type: ___ | Pile Height: ___ | Yarn Material: ___ | Density/Stitch Rate: ___ | Infill: ___ | Shock Pad: ___ | UV Rating: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project classification, local authority requirements, horticultural suitability, manufacturer data and consultant requirements.",,m²,,,,,,,
LAND-00041,landscaping,Artificial Turf,Sports Artificial Turf - 50 mm Pile,"Supply and install 50 mm pile sports artificial turf, including prepared base, shock pad where required, seams, adhesive, infill, edging and brushing. | Code Ref: 32 18 13 / OmniClass 23-13 23 19 | Spec: Turf Type: ___ | Pile Height: ___ | Yarn Material: ___ | Density/Stitch Rate: ___ | Infill: ___ | Shock Pad: ___ | UV Rating: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project classification, local authority requirements, horticultural suitability, manufacturer data and consultant requirements.",,m²,,,,,,,
LAND-00042,landscaping,Artificial Turf,Sports Artificial Turf - 60 mm Pile,"Supply and install 60 mm pile sports artificial turf, including prepared base, shock pad where required, seams, adhesive, infill, edging and brushing. | Code Ref: 32 18 13 / OmniClass 23-13 23 19 | Spec: Turf Type: ___ | Pile Height: ___ | Yarn Material: ___ | Density/Stitch Rate: ___ | Infill: ___ | Shock Pad: ___ | UV Rating: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project classification, local authority requirements, horticultural suitability, manufacturer data and consultant requirements.",,m²,,,,,,,
LAND-00043,landscaping,Fountain Equipment and Accessories,Heavy Duty Balance Tank,"Supply, install, connect, test and commission heavy duty balance tank for water feature system, including supports, fittings, controls and accessories. | Code Ref: 13 12 00 / OmniClass 23-27 41 13 | Spec: Type/Model: ___ | Capacity/Range: ___ | Material: ___ | Power/Voltage: ___ | Pressure/Flow: ___ | IP Rating: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project classification, local authority requirements, horticultural suitability, manufacturer data and consultant requirements.",,no.,,,,,,,
LAND-00044,landscaping,Fountain Equipment and Accessories,Heavy Duty Cartridge Filter,"Supply, install, connect, test and commission heavy duty cartridge filter for water feature system, including supports, fittings, controls and accessories. | Code Ref: 13 12 00 / OmniClass 23-27 41 13 | Spec: Type/Model: ___ | Capacity/Range: ___ | Material: ___ | Power/Voltage: ___ | Pressure/Flow: ___ | IP Rating: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project classification, local authority requirements, horticultural suitability, manufacturer data and consultant requirements.",,no.,,,,,,,
LAND-00045,landscaping,Fountain Equipment and Accessories,Heavy Duty Cascade Outlet,"Supply, install, connect, test and commission heavy duty cascade outlet for water feature system, including supports, fittings, controls and accessories. | Code Ref: 13 12 00 / OmniClass 23-27 41 13 | Spec: Type/Model: ___ | Capacity/Range: ___ | Material: ___ | Power/Voltage: ___ | Pressure/Flow: ___ | IP Rating: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project classification, local authority requirements, horticultural suitability, manufacturer data and consultant requirements.",,no.,,,,,,,
LAND-00046,landscaping,Fountain Equipment and Accessories,Heavy Duty Chemical Dosing Unit,"Supply, install, connect, test and commission heavy duty chemical dosing unit for water feature system, including supports, fittings, controls and accessories. | Code Ref: 13 12 00 / OmniClass 23-27 41 13 | Spec: Type/Model: ___ | Capacity/Range: ___ | Material: ___ | Power/Voltage: ___ | Pressure/Flow: ___ | IP Rating: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project classification, local authority requirements, horticultural suitability, manufacturer data and consultant requirements.",,no.,,,,,,,
LAND-00047,landscaping,Fountain Equipment and Accessories,Heavy Duty Drain Outlet,"Supply, install, connect, test and commission heavy duty drain outlet for water feature system, including supports, fittings, controls and accessories. | Code Ref: 13 12 00 / OmniClass 23-27 41 13 | Spec: Type/Model: ___ | Capacity/Range: ___ | Material: ___ | Power/Voltage: ___ | Pressure/Flow: ___ | IP Rating: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project classification, local authority requirements, horticultural suitability, manufacturer data and consultant requirements.",,no.,,,,,,,
LAND-00048,landscaping,Fountain Equipment and Accessories,Heavy Duty Filtration Pump,"Supply, install, connect, test and commission heavy duty filtration pump for water feature system, including supports, fittings, controls and accessories. | Code Ref: 13 12 00 / OmniClass 23-27 41 13 | Spec: Type/Model: ___ | Capacity/Range: ___ | Material: ___ | Power/Voltage: ___ | Pressure/Flow: ___ | IP Rating: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project classification, local authority requirements, horticultural suitability, manufacturer data and consultant requirements.",,no.,,,,,,,
LAND-00049,landscaping,Fountain Equipment and Accessories,Heavy Duty Foam Jet,"Supply, install, connect, test and commission heavy duty foam jet for water feature system, including supports, fittings, controls and accessories. | Code Ref: 13 12 00 / OmniClass 23-27 41 13 | Spec: Type/Model: ___ | Capacity/Range: ___ | Material: ___ | Power/Voltage: ___ | Pressure/Flow: ___ | IP Rating: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project classification, local authority requirements, horticultural suitability, manufacturer data and consultant requirements.",,no.,,,,,,,
LAND-00050,landscaping,Fountain Equipment and Accessories,Heavy Duty Fountain Control Panel,"Supply, install, connect, test and commission heavy duty fountain control panel for water feature system, including supports, fittings, controls and accessories. | Code Ref: 13 12 00 / OmniClass 23-27 41 13 | Spec: Type/Model: ___ | Capacity/Range: ___ | Material: ___ | Power/Voltage: ___ | Pressure/Flow: ___ | IP Rating: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project classification, local authority requirements, horticultural suitability, manufacturer data and consultant requirements.",,no.,,,,,,,
LAND-00051,landscaping,Fountain Equipment and Accessories,Heavy Duty Fountain Pump,"Supply, install, connect, test and commission heavy duty fountain pump for water feature system, including supports, fittings, controls and accessories. | Code Ref: 13 12 00 / OmniClass 23-27 41 13 | Spec: Type/Model: ___ | Capacity/Range: ___ | Material: ___ | Power/Voltage: ___ | Pressure/Flow: ___ | IP Rating: ___ | Standard: ___ | Remarks: Pattern-based master item; verify project classification, local authority requirements, horticultural suitability, manufacturer data and consultant requirements.",,no.,,,,,,,
