itemCode,discipline,category,description,specification,quantity,unit,supplier,cost,margin,sellingRate,manufacturer,brand,model
STRUCT-00011,construction,Anchors and Embedments,Adhesive anchor – M12 – Structural steel interface,"Supply and install structural anchor or cast-in embedment including drilling or setting template, cleaning, resin where applicable, tightening and testing. | Code Ref: 05 05 19 / 03 15 00 | Spec: Anchor Type: ___ | Diameter: ___ | Grade: ___ | Embedment: ___ | Substrate: ___ | Design Load: ___ | Corrosion Protection: ___ | Standard: ___ | Remarks: Pattern-based template; verify project classification, structural design, material grade, dimensions, loads and applicable standards.",,no.,,,,,,,
STRUCT-00012,construction,Anchors and Embedments,Adhesive anchor – M12 – Uncracked concrete,"Supply and install structural anchor or cast-in embedment including drilling or setting template, cleaning, resin where applicable, tightening and testing. | Code Ref: 05 05 19 / 03 15 00 | Spec: Anchor Type: ___ | Diameter: ___ | Grade: ___ | Embedment: ___ | Substrate: ___ | Design Load: ___ | Corrosion Protection: ___ | Standard: ___ | Remarks: Pattern-based template; verify project classification, structural design, material grade, dimensions, loads and applicable standards.",,no.,,,,,,,
STRUCT-00013,construction,Anchors and Embedments,Adhesive anchor – M16 – Cracked concrete,"Supply and install structural anchor or cast-in embedment including drilling or setting template, cleaning, resin where applicable, tightening and testing. | Code Ref: 05 05 19 / 03 15 00 | Spec: Anchor Type: ___ | Diameter: ___ | Grade: ___ | Embedment: ___ | Substrate: ___ | Design Load: ___ | Corrosion Protection: ___ | Standard: ___ | Remarks: Pattern-based template; verify project classification, structural design, material grade, dimensions, loads and applicable standards.",,no.,,,,,,,
STRUCT-00014,construction,Anchors and Embedments,Adhesive anchor – M16 – Hollow block,"Supply and install structural anchor or cast-in embedment including drilling or setting template, cleaning, resin where applicable, tightening and testing. | Code Ref: 05 05 19 / 03 15 00 | Spec: Anchor Type: ___ | Diameter: ___ | Grade: ___ | Embedment: ___ | Substrate: ___ | Design Load: ___ | Corrosion Protection: ___ | Standard: ___ | Remarks: Pattern-based template; verify project classification, structural design, material grade, dimensions, loads and applicable standards.",,no.,,,,,,,
STRUCT-00015,construction,Anchors and Embedments,Adhesive anchor – M16 – Masonry,"Supply and install structural anchor or cast-in embedment including drilling or setting template, cleaning, resin where applicable, tightening and testing. | Code Ref: 05 05 19 / 03 15 00 | Spec: Anchor Type: ___ | Diameter: ___ | Grade: ___ | Embedment: ___ | Substrate: ___ | Design Load: ___ | Corrosion Protection: ___ | Standard: ___ | Remarks: Pattern-based template; verify project classification, structural design, material grade, dimensions, loads and applicable standards.",,no.,,,,,,,
STRUCT-00016,construction,Anchors and Embedments,Adhesive anchor – M16 – Normal concrete,"Supply and install structural anchor or cast-in embedment including drilling or setting template, cleaning, resin where applicable, tightening and testing. | Code Ref: 05 05 19 / 03 15 00 | Spec: Anchor Type: ___ | Diameter: ___ | Grade: ___ | Embedment: ___ | Substrate: ___ | Design Load: ___ | Corrosion Protection: ___ | Standard: ___ | Remarks: Pattern-based template; verify project classification, structural design, material grade, dimensions, loads and applicable standards.",,no.,,,,,,,
STRUCT-00017,construction,Anchors and Embedments,Adhesive anchor – M16 – Structural steel interface,"Supply and install structural anchor or cast-in embedment including drilling or setting template, cleaning, resin where applicable, tightening and testing. | Code Ref: 05 05 19 / 03 15 00 | Spec: Anchor Type: ___ | Diameter: ___ | Grade: ___ | Embedment: ___ | Substrate: ___ | Design Load: ___ | Corrosion Protection: ___ | Standard: ___ | Remarks: Pattern-based template; verify project classification, structural design, material grade, dimensions, loads and applicable standards.",,no.,,,,,,,
STRUCT-00018,construction,Anchors and Embedments,Adhesive anchor – M16 – Uncracked concrete,"Supply and install structural anchor or cast-in embedment including drilling or setting template, cleaning, resin where applicable, tightening and testing. | Code Ref: 05 05 19 / 03 15 00 | Spec: Anchor Type: ___ | Diameter: ___ | Grade: ___ | Embedment: ___ | Substrate: ___ | Design Load: ___ | Corrosion Protection: ___ | Standard: ___ | Remarks: Pattern-based template; verify project classification, structural design, material grade, dimensions, loads and applicable standards.",,no.,,,,,,,
STRUCT-00019,construction,Anchors and Embedments,Adhesive anchor – M20 – Cracked concrete,"Supply and install structural anchor or cast-in embedment including drilling or setting template, cleaning, resin where applicable, tightening and testing. | Code Ref: 05 05 19 / 03 15 00 | Spec: Anchor Type: ___ | Diameter: ___ | Grade: ___ | Embedment: ___ | Substrate: ___ | Design Load: ___ | Corrosion Protection: ___ | Standard: ___ | Remarks: Pattern-based template; verify project classification, structural design, material grade, dimensions, loads and applicable standards.",,no.,,,,,,,
STRUCT-00020,construction,Anchors and Embedments,Adhesive anchor – M20 – Hollow block,"Supply and install structural anchor or cast-in embedment including drilling or setting template, cleaning, resin where applicable, tightening and testing. | Code Ref: 05 05 19 / 03 15 00 | Spec: Anchor Type: ___ | Diameter: ___ | Grade: ___ | Embedment: ___ | Substrate: ___ | Design Load: ___ | Corrosion Protection: ___ | Standard: ___ | Remarks: Pattern-based template; verify project classification, structural design, material grade, dimensions, loads and applicable standards.",,no.,,,,,,,
STRUCT-00021,construction,Anchors and Embedments,Adhesive anchor – M20 – Masonry,"Supply and install structural anchor or cast-in embedment including drilling or setting template, cleaning, resin where applicable, tightening and testing. | Code Ref: 05 05 19 / 03 15 00 | Spec: Anchor Type: ___ | Diameter: ___ | Grade: ___ | Embedment: ___ | Substrate: ___ | Design Load: ___ | Corrosion Protection: ___ | Standard: ___ | Remarks: Pattern-based template; verify project classification, structural design, material grade, dimensions, loads and applicable standards.",,no.,,,,,,,
STRUCT-00022,construction,Anchors and Embedments,Adhesive anchor – M20 – Normal concrete,"Supply and install structural anchor or cast-in embedment including drilling or setting template, cleaning, resin where applicable, tightening and testing. | Code Ref: 05 05 19 / 03 15 00 | Spec: Anchor Type: ___ | Diameter: ___ | Grade: ___ | Embedment: ___ | Substrate: ___ | Design Load: ___ | Corrosion Protection: ___ | Standard: ___ | Remarks: Pattern-based template; verify project classification, structural design, material grade, dimensions, loads and applicable standards.",,no.,,,,,,,
STRUCT-00023,construction,Anchors and Embedments,Adhesive anchor – M20 – Structural steel interface,"Supply and install structural anchor or cast-in embedment including drilling or setting template, cleaning, resin where applicable, tightening and testing. | Code Ref: 05 05 19 / 03 15 00 | Spec: Anchor Type: ___ | Diameter: ___ | Grade: ___ | Embedment: ___ | Substrate: ___ | Design Load: ___ | Corrosion Protection: ___ | Standard: ___ | Remarks: Pattern-based template; verify project classification, structural design, material grade, dimensions, loads and applicable standards.",,no.,,,,,,,
STRUCT-00024,construction,Anchors and Embedments,Adhesive anchor – M20 – Uncracked concrete,"Supply and install structural anchor or cast-in embedment including drilling or setting template, cleaning, resin where applicable, tightening and testing. | Code Ref: 05 05 19 / 03 15 00 | Spec: Anchor Type: ___ | Diameter: ___ | Grade: ___ | Embedment: ___ | Substrate: ___ | Design Load: ___ | Corrosion Protection: ___ | Standard: ___ | Remarks: Pattern-based template; verify project classification, structural design, material grade, dimensions, loads and applicable standards.",,no.,,,,,,,
STRUCT-00025,construction,Anchors and Embedments,Adhesive anchor – M24 – Cracked concrete,"Supply and install structural anchor or cast-in embedment including drilling or setting template, cleaning, resin where applicable, tightening and testing. | Code Ref: 05 05 19 / 03 15 00 | Spec: Anchor Type: ___ | Diameter: ___ | Grade: ___ | Embedment: ___ | Substrate: ___ | Design Load: ___ | Corrosion Protection: ___ | Standard: ___ | Remarks: Pattern-based template; verify project classification, structural design, material grade, dimensions, loads and applicable standards.",,no.,,,,,,,
STRUCT-00026,construction,Anchors and Embedments,Adhesive anchor – M24 – Hollow block,"Supply and install structural anchor or cast-in embedment including drilling or setting template, cleaning, resin where applicable, tightening and testing. | Code Ref: 05 05 19 / 03 15 00 | Spec: Anchor Type: ___ | Diameter: ___ | Grade: ___ | Embedment: ___ | Substrate: ___ | Design Load: ___ | Corrosion Protection: ___ | Standard: ___ | Remarks: Pattern-based template; verify project classification, structural design, material grade, dimensions, loads and applicable standards.",,no.,,,,,,,
STRUCT-00027,construction,Anchors and Embedments,Adhesive anchor – M24 – Masonry,"Supply and install structural anchor or cast-in embedment including drilling or setting template, cleaning, resin where applicable, tightening and testing. | Code Ref: 05 05 19 / 03 15 00 | Spec: Anchor Type: ___ | Diameter: ___ | Grade: ___ | Embedment: ___ | Substrate: ___ | Design Load: ___ | Corrosion Protection: ___ | Standard: ___ | Remarks: Pattern-based template; verify project classification, structural design, material grade, dimensions, loads and applicable standards.",,no.,,,,,,,
STRUCT-00028,construction,Anchors and Embedments,Adhesive anchor – M24 – Normal concrete,"Supply and install structural anchor or cast-in embedment including drilling or setting template, cleaning, resin where applicable, tightening and testing. | Code Ref: 05 05 19 / 03 15 00 | Spec: Anchor Type: ___ | Diameter: ___ | Grade: ___ | Embedment: ___ | Substrate: ___ | Design Load: ___ | Corrosion Protection: ___ | Standard: ___ | Remarks: Pattern-based template; verify project classification, structural design, material grade, dimensions, loads and applicable standards.",,no.,,,,,,,
STRUCT-00029,construction,Anchors and Embedments,Adhesive anchor – M24 – Structural steel interface,"Supply and install structural anchor or cast-in embedment including drilling or setting template, cleaning, resin where applicable, tightening and testing. | Code Ref: 05 05 19 / 03 15 00 | Spec: Anchor Type: ___ | Diameter: ___ | Grade: ___ | Embedment: ___ | Substrate: ___ | Design Load: ___ | Corrosion Protection: ___ | Standard: ___ | Remarks: Pattern-based template; verify project classification, structural design, material grade, dimensions, loads and applicable standards.",,no.,,,,,,,
STRUCT-00030,construction,Anchors and Embedments,Adhesive anchor – M24 – Uncracked concrete,"Supply and install structural anchor or cast-in embedment including drilling or setting template, cleaning, resin where applicable, tightening and testing. | Code Ref: 05 05 19 / 03 15 00 | Spec: Anchor Type: ___ | Diameter: ___ | Grade: ___ | Embedment: ___ | Substrate: ___ | Design Load: ___ | Corrosion Protection: ___ | Standard: ___ | Remarks: Pattern-based template; verify project classification, structural design, material grade, dimensions, loads and applicable standards.",,no.,,,,,,,
STRUCT-00031,construction,Anchors and Embedments,Adhesive anchor – M30 – Cracked concrete,"Supply and install structural anchor or cast-in embedment including drilling or setting template, cleaning, resin where applicable, tightening and testing. | Code Ref: 05 05 19 / 03 15 00 | Spec: Anchor Type: ___ | Diameter: ___ | Grade: ___ | Embedment: ___ | Substrate: ___ | Design Load: ___ | Corrosion Protection: ___ | Standard: ___ | Remarks: Pattern-based template; verify project classification, structural design, material grade, dimensions, loads and applicable standards.",,no.,,,,,,,
STRUCT-00032,construction,Anchors and Embedments,Adhesive anchor – M30 – Hollow block,"Supply and install structural anchor or cast-in embedment including drilling or setting template, cleaning, resin where applicable, tightening and testing. | Code Ref: 05 05 19 / 03 15 00 | Spec: Anchor Type: ___ | Diameter: ___ | Grade: ___ | Embedment: ___ | Substrate: ___ | Design Load: ___ | Corrosion Protection: ___ | Standard: ___ | Remarks: Pattern-based template; verify project classification, structural design, material grade, dimensions, loads and applicable standards.",,no.,,,,,,,
STRUCT-00033,construction,Anchors and Embedments,Adhesive anchor – M30 – Masonry,"Supply and install structural anchor or cast-in embedment including drilling or setting template, cleaning, resin where applicable, tightening and testing. | Code Ref: 05 05 19 / 03 15 00 | Spec: Anchor Type: ___ | Diameter: ___ | Grade: ___ | Embedment: ___ | Substrate: ___ | Design Load: ___ | Corrosion Protection: ___ | Standard: ___ | Remarks: Pattern-based template; verify project classification, structural design, material grade, dimensions, loads and applicable standards.",,no.,,,,,,,
STRUCT-00034,construction,Anchors and Embedments,Adhesive anchor – M30 – Normal concrete,"Supply and install structural anchor or cast-in embedment including drilling or setting template, cleaning, resin where applicable, tightening and testing. | Code Ref: 05 05 19 / 03 15 00 | Spec: Anchor Type: ___ | Diameter: ___ | Grade: ___ | Embedment: ___ | Substrate: ___ | Design Load: ___ | Corrosion Protection: ___ | Standard: ___ | Remarks: Pattern-based template; verify project classification, structural design, material grade, dimensions, loads and applicable standards.",,no.,,,,,,,
STRUCT-00035,construction,Anchors and Embedments,Adhesive anchor – M30 – Structural steel interface,"Supply and install structural anchor or cast-in embedment including drilling or setting template, cleaning, resin where applicable, tightening and testing. | Code Ref: 05 05 19 / 03 15 00 | Spec: Anchor Type: ___ | Diameter: ___ | Grade: ___ | Embedment: ___ | Substrate: ___ | Design Load: ___ | Corrosion Protection: ___ | Standard: ___ | Remarks: Pattern-based template; verify project classification, structural design, material grade, dimensions, loads and applicable standards.",,no.,,,,,,,
STRUCT-00036,construction,Anchors and Embedments,Adhesive anchor – M30 – Uncracked concrete,"Supply and install structural anchor or cast-in embedment including drilling or setting template, cleaning, resin where applicable, tightening and testing. | Code Ref: 05 05 19 / 03 15 00 | Spec: Anchor Type: ___ | Diameter: ___ | Grade: ___ | Embedment: ___ | Substrate: ___ | Design Load: ___ | Corrosion Protection: ___ | Standard: ___ | Remarks: Pattern-based template; verify project classification, structural design, material grade, dimensions, loads and applicable standards.",,no.,,,,,,,
STRUCT-00037,construction,Anchors and Embedments,Adhesive anchor – M36 – Cracked concrete,"Supply and install structural anchor or cast-in embedment including drilling or setting template, cleaning, resin where applicable, tightening and testing. | Code Ref: 05 05 19 / 03 15 00 | Spec: Anchor Type: ___ | Diameter: ___ | Grade: ___ | Embedment: ___ | Substrate: ___ | Design Load: ___ | Corrosion Protection: ___ | Standard: ___ | Remarks: Pattern-based template; verify project classification, structural design, material grade, dimensions, loads and applicable standards.",,no.,,,,,,,
STRUCT-00038,construction,Anchors and Embedments,Adhesive anchor – M36 – Hollow block,"Supply and install structural anchor or cast-in embedment including drilling or setting template, cleaning, resin where applicable, tightening and testing. | Code Ref: 05 05 19 / 03 15 00 | Spec: Anchor Type: ___ | Diameter: ___ | Grade: ___ | Embedment: ___ | Substrate: ___ | Design Load: ___ | Corrosion Protection: ___ | Standard: ___ | Remarks: Pattern-based template; verify project classification, structural design, material grade, dimensions, loads and applicable standards.",,no.,,,,,,,
STRUCT-00039,construction,Anchors and Embedments,Adhesive anchor – M36 – Masonry,"Supply and install structural anchor or cast-in embedment including drilling or setting template, cleaning, resin where applicable, tightening and testing. | Code Ref: 05 05 19 / 03 15 00 | Spec: Anchor Type: ___ | Diameter: ___ | Grade: ___ | Embedment: ___ | Substrate: ___ | Design Load: ___ | Corrosion Protection: ___ | Standard: ___ | Remarks: Pattern-based template; verify project classification, structural design, material grade, dimensions, loads and applicable standards.",,no.,,,,,,,
STRUCT-00040,construction,Anchors and Embedments,Adhesive anchor – M36 – Normal concrete,"Supply and install structural anchor or cast-in embedment including drilling or setting template, cleaning, resin where applicable, tightening and testing. | Code Ref: 05 05 19 / 03 15 00 | Spec: Anchor Type: ___ | Diameter: ___ | Grade: ___ | Embedment: ___ | Substrate: ___ | Design Load: ___ | Corrosion Protection: ___ | Standard: ___ | Remarks: Pattern-based template; verify project classification, structural design, material grade, dimensions, loads and applicable standards.",,no.,,,,,,,
STRUCT-00041,construction,Anchors and Embedments,Adhesive anchor – M36 – Structural steel interface,"Supply and install structural anchor or cast-in embedment including drilling or setting template, cleaning, resin where applicable, tightening and testing. | Code Ref: 05 05 19 / 03 15 00 | Spec: Anchor Type: ___ | Diameter: ___ | Grade: ___ | Embedment: ___ | Substrate: ___ | Design Load: ___ | Corrosion Protection: ___ | Standard: ___ | Remarks: Pattern-based template; verify project classification, structural design, material grade, dimensions, loads and applicable standards.",,no.,,,,,,,
STRUCT-00042,construction,Anchors and Embedments,Adhesive anchor – M36 – Uncracked concrete,"Supply and install structural anchor or cast-in embedment including drilling or setting template, cleaning, resin where applicable, tightening and testing. | Code Ref: 05 05 19 / 03 15 00 | Spec: Anchor Type: ___ | Diameter: ___ | Grade: ___ | Embedment: ___ | Substrate: ___ | Design Load: ___ | Corrosion Protection: ___ | Standard: ___ | Remarks: Pattern-based template; verify project classification, structural design, material grade, dimensions, loads and applicable standards.",,no.,,,,,,,
STRUCT-00043,construction,Anchors and Embedments,Adhesive anchor – M42 – Cracked concrete,"Supply and install structural anchor or cast-in embedment including drilling or setting template, cleaning, resin where applicable, tightening and testing. | Code Ref: 05 05 19 / 03 15 00 | Spec: Anchor Type: ___ | Diameter: ___ | Grade: ___ | Embedment: ___ | Substrate: ___ | Design Load: ___ | Corrosion Protection: ___ | Standard: ___ | Remarks: Pattern-based template; verify project classification, structural design, material grade, dimensions, loads and applicable standards.",,no.,,,,,,,
STRUCT-00044,construction,Anchors and Embedments,Adhesive anchor – M42 – Hollow block,"Supply and install structural anchor or cast-in embedment including drilling or setting template, cleaning, resin where applicable, tightening and testing. | Code Ref: 05 05 19 / 03 15 00 | Spec: Anchor Type: ___ | Diameter: ___ | Grade: ___ | Embedment: ___ | Substrate: ___ | Design Load: ___ | Corrosion Protection: ___ | Standard: ___ | Remarks: Pattern-based template; verify project classification, structural design, material grade, dimensions, loads and applicable standards.",,no.,,,,,,,
STRUCT-00045,construction,Anchors and Embedments,Adhesive anchor – M42 – Masonry,"Supply and install structural anchor or cast-in embedment including drilling or setting template, cleaning, resin where applicable, tightening and testing. | Code Ref: 05 05 19 / 03 15 00 | Spec: Anchor Type: ___ | Diameter: ___ | Grade: ___ | Embedment: ___ | Substrate: ___ | Design Load: ___ | Corrosion Protection: ___ | Standard: ___ | Remarks: Pattern-based template; verify project classification, structural design, material grade, dimensions, loads and applicable standards.",,no.,,,,,,,
STRUCT-00046,construction,Anchors and Embedments,Adhesive anchor – M42 – Normal concrete,"Supply and install structural anchor or cast-in embedment including drilling or setting template, cleaning, resin where applicable, tightening and testing. | Code Ref: 05 05 19 / 03 15 00 | Spec: Anchor Type: ___ | Diameter: ___ | Grade: ___ | Embedment: ___ | Substrate: ___ | Design Load: ___ | Corrosion Protection: ___ | Standard: ___ | Remarks: Pattern-based template; verify project classification, structural design, material grade, dimensions, loads and applicable standards.",,no.,,,,,,,
STRUCT-00047,construction,Anchors and Embedments,Adhesive anchor – M42 – Structural steel interface,"Supply and install structural anchor or cast-in embedment including drilling or setting template, cleaning, resin where applicable, tightening and testing. | Code Ref: 05 05 19 / 03 15 00 | Spec: Anchor Type: ___ | Diameter: ___ | Grade: ___ | Embedment: ___ | Substrate: ___ | Design Load: ___ | Corrosion Protection: ___ | Standard: ___ | Remarks: Pattern-based template; verify project classification, structural design, material grade, dimensions, loads and applicable standards.",,no.,,,,,,,
STRUCT-00048,construction,Anchors and Embedments,Adhesive anchor – M42 – Uncracked concrete,"Supply and install structural anchor or cast-in embedment including drilling or setting template, cleaning, resin where applicable, tightening and testing. | Code Ref: 05 05 19 / 03 15 00 | Spec: Anchor Type: ___ | Diameter: ___ | Grade: ___ | Embedment: ___ | Substrate: ___ | Design Load: ___ | Corrosion Protection: ___ | Standard: ___ | Remarks: Pattern-based template; verify project classification, structural design, material grade, dimensions, loads and applicable standards.",,no.,,,,,,,
STRUCT-00049,construction,Anchors and Embedments,Adhesive anchor – M48 – Cracked concrete,"Supply and install structural anchor or cast-in embedment including drilling or setting template, cleaning, resin where applicable, tightening and testing. | Code Ref: 05 05 19 / 03 15 00 | Spec: Anchor Type: ___ | Diameter: ___ | Grade: ___ | Embedment: ___ | Substrate: ___ | Design Load: ___ | Corrosion Protection: ___ | Standard: ___ | Remarks: Pattern-based template; verify project classification, structural design, material grade, dimensions, loads and applicable standards.",,no.,,,,,,,
STRUCT-00050,construction,Anchors and Embedments,Adhesive anchor – M48 – Hollow block,"Supply and install structural anchor or cast-in embedment including drilling or setting template, cleaning, resin where applicable, tightening and testing. | Code Ref: 05 05 19 / 03 15 00 | Spec: Anchor Type: ___ | Diameter: ___ | Grade: ___ | Embedment: ___ | Substrate: ___ | Design Load: ___ | Corrosion Protection: ___ | Standard: ___ | Remarks: Pattern-based template; verify project classification, structural design, material grade, dimensions, loads and applicable standards.",,no.,,,,,,,
STRUCT-00051,construction,Anchors and Embedments,Adhesive anchor – M48 – Masonry,"Supply and install structural anchor or cast-in embedment including drilling or setting template, cleaning, resin where applicable, tightening and testing. | Code Ref: 05 05 19 / 03 15 00 | Spec: Anchor Type: ___ | Diameter: ___ | Grade: ___ | Embedment: ___ | Substrate: ___ | Design Load: ___ | Corrosion Protection: ___ | Standard: ___ | Remarks: Pattern-based template; verify project classification, structural design, material grade, dimensions, loads and applicable standards.",,no.,,,,,,,
STRUCT-00052,construction,Anchors and Embedments,Adhesive anchor – M48 – Normal concrete,"Supply and install structural anchor or cast-in embedment including drilling or setting template, cleaning, resin where applicable, tightening and testing. | Code Ref: 05 05 19 / 03 15 00 | Spec: Anchor Type: ___ | Diameter: ___ | Grade: ___ | Embedment: ___ | Substrate: ___ | Design Load: ___ | Corrosion Protection: ___ | Standard: ___ | Remarks: Pattern-based template; verify project classification, structural design, material grade, dimensions, loads and applicable standards.",,no.,,,,,,,
STRUCT-00053,construction,Anchors and Embedments,Adhesive anchor – M48 – Structural steel interface,"Supply and install structural anchor or cast-in embedment including drilling or setting template, cleaning, resin where applicable, tightening and testing. | Code Ref: 05 05 19 / 03 15 00 | Spec: Anchor Type: ___ | Diameter: ___ | Grade: ___ | Embedment: ___ | Substrate: ___ | Design Load: ___ | Corrosion Protection: ___ | Standard: ___ | Remarks: Pattern-based template; verify project classification, structural design, material grade, dimensions, loads and applicable standards.",,no.,,,,,,,
STRUCT-00054,construction,Anchors and Embedments,Adhesive anchor – M48 – Uncracked concrete,"Supply and install structural anchor or cast-in embedment including drilling or setting template, cleaning, resin where applicable, tightening and testing. | Code Ref: 05 05 19 / 03 15 00 | Spec: Anchor Type: ___ | Diameter: ___ | Grade: ___ | Embedment: ___ | Substrate: ___ | Design Load: ___ | Corrosion Protection: ___ | Standard: ___ | Remarks: Pattern-based template; verify project classification, structural design, material grade, dimensions, loads and applicable standards.",,no.,,,,,,,
STRUCT-00055,construction,Anchors and Embedments,Adhesive anchor – M6 – Cracked concrete,"Supply and install structural anchor or cast-in embedment including drilling or setting template, cleaning, resin where applicable, tightening and testing. | Code Ref: 05 05 19 / 03 15 00 | Spec: Anchor Type: ___ | Diameter: ___ | Grade: ___ | Embedment: ___ | Substrate: ___ | Design Load: ___ | Corrosion Protection: ___ | Standard: ___ | Remarks: Pattern-based template; verify project classification, structural design, material grade, dimensions, loads and applicable standards.",,no.,,,,,,,
STRUCT-00056,construction,Anchors and Embedments,Adhesive anchor – M6 – Hollow block,"Supply and install structural anchor or cast-in embedment including drilling or setting template, cleaning, resin where applicable, tightening and testing. | Code Ref: 05 05 19 / 03 15 00 | Spec: Anchor Type: ___ | Diameter: ___ | Grade: ___ | Embedment: ___ | Substrate: ___ | Design Load: ___ | Corrosion Protection: ___ | Standard: ___ | Remarks: Pattern-based template; verify project classification, structural design, material grade, dimensions, loads and applicable standards.",,no.,,,,,,,
